Entity_Name,Type,Source,QID,Page_Numbers,Original_Files,Original_Count
Liverpool,E53 Place,Handmade,Q24826,,gio-English_table.csv,1
Livio Mehus,E21 Person,Handmade + Index,Q1776687,"213, 235n, 240",M_refined.csv; name-English_table.csv,2
Livio Odescalchi,E21 Person,Handmade + Index,Q10319317,98,O_refined.csv; name-English_table.csv,2
"Locke, John",E21 Person,Index,,288,L_refined.csv,1
"Lodoli, Padre Carlo",E21 Person,Index,,"300, 301, 320, 321, 322, 323, 337, 338, 340, 350, 361, 362, 370, 373, 381, 408; 320; 320n, 367; 321; 322; 364, 367, 368; 367; 368",L_refined.csv,11
Lodovico Furlanetto,E21 Person,Handmade,Q106498283,,name-English_table.csv,1
Lodovico Grignani,E21 Person,Handmade,Q55228486,,name-English_table.csv,1
Lodovico Ottavio Burnacini,E21 Person,Handmade + Index,Q3836364,193,B_refined.csv; name-English_table.csv,2
Lodovico Rezzonico,E21 Person,Handmade + Index,R121,254,Q-R_refined.csv; name-English_table.csv,2
London,E53 Place,Index,,"286, 287, 292",L_refined.csv,1
Longhena,E53 Place,Handmade,Q105045,,gio-English_table.csv,1
"Longhena, Baldassare",E21 Person,Index,,269,L_refined.csv,1
"Longhi, Martino, the Elder",E21 Person,Index,,"69, 400",L_refined.csv,1
"Longhi, Martino, the Younger",E21 Person,Index,,183,L_refined.csv,1
"Lorca, Bernardino",E21 Person,Index,,135n,L_refined.csv,1
Lord Byron,E21 Person,Handmade,Q5679,,name-English_table.csv,1
Loredana Olivato,E21 Person,Handmade,Q61480955,,name-English_table.csv,1
Lorenzini,E21 Person,Index,,229,L_refined.csv,1
Lorenzo Cardella,E21 Person,Handmade,Q15696697,,name-English_table.csv,1
Lorenzo Costa,E21 Person,Handmade + Index,Q357807,175,C_refined.csv; name-English_table.csv,2
Lorenzo Magalotti,E21 Person,Handmade + Index,Q327913,"31, 42",M_refined.csv; name-English_table.csv,2
Lorenzo Masini,E21 Person,Handmade + Index,R123,306n,M_refined.csv; name-English_table.csv,2
Lorenzo Mattielli,E21 Person,Handmade + Index,Q1455126,"201, 353",M_refined.csv; name-English_table.csv,2
Lorenzo Onofrio Colonna,E21 Person,Handmade + Index,Q3837032,"155; 155, 156; 156",C_refined.csv; name-English_table.csv,4
Lorenzo Pasinelli,E21 Person,Handmade + Index,Q1645684,197,P_refined.csv; name-English_table.csv,2
Lorenzo Raggi,E21 Person,Handmade,Q18340689,,name-English_table.csv,1
Lorenzo Rossi,E21 Person,Handmade,R124,,name-English_table.csv,1
Lorenzo da Ponte,E21 Person,Handmade,Q3837111,,name-English_table.csv,1
Lorenzo de' Medici,E21 Person,Handmade + Index,Q3837121,403,M_refined.csv; name-English_table.csv,2
Lorenzo del Rosso,E21 Person,Handmade + Index,R122,"210, 211, 212, 213; 212, 213; 213",Q-R_refined.csv; name-English_table.csv,4
Loreto,E53 Place,Handmade,Q124110,,gio-English_table.csv,1
"Lorraine, Duke of",E21 Person,Index,,267,L_refined.csv,1
Lot and his Daughters,E22 Man-Made Object,Handmade + Index,A338,195,L_refined.csv; work-English_table.csv,2
"Loth, Johann Karl",E21 Person,Index,,"233; 233, 265n",L_refined.csv,3
Lothar Franz von Sch?nborn,E21 Person,Handmade,Q71715,,name-English_table.csv,1
Louis Batiffol,E21 Person,Handmade,Q18011834,,name-English_table.csv,1
Louis Bordet,E21 Person,Handmade,R125,,name-English_table.csv,1
Louis Demonts,E21 Person,Handmade,R126,,name-English_table.csv,1
Louis Hautecoeur,E21 Person,Handmade,Q3262148,,name-English_table.csv,1
Louis Le Nain,E21 Person,Handmade + Index,Q736207,"122, 184",L_refined.csv; name-English_table.csv,2
Louis Le Vau,E21 Person,Handmade + Index,Q310530,187,L_refined.csv; name-English_table.csv,2
Louis Phélypeaux de La Vrillière,E21 Person,Handmade,Q3262230,,name-English_table.csv,1
Louis Ponnelle,E21 Person,Handmade,Q55771684,,name-English_table.csv,1
Louis Richeome,E21 Person,Handmade,Q1871941,,name-English_table.csv,1
Louis XIII,E21 Person,Handmade + Index,Q737533,"44, 181",L_refined.csv; name-English_table.csv,2
Louis XIV,E21 Person,Handmade + Index,Q7742,"118, 153, 155, 182, 186, 187, 188, 189, 195, 284, 285, 402, 403",L_refined.csv; name-English_table.csv; work-English_table.csv,3
Louis XV,E21 Person,Handmade + Index,Q7738,"285, 236",L_refined.csv; name-English_table.csv,2
Louis de Noailles,E21 Person,Handmade,Q1349502,,name-English_table.csv,1
"Louisa Ulrika, Queen of Sweden",E21 Person,Index,,344,L_refined.csv,1
Louise Rice,E21 Person,Handmade,Q111387765,,name-English_table.csv,1
Louvre,E53 Place,Index,,"153; 187, 188",L_refined.csv,2
Louvre Museum,E53 Place,Handmade,Q19675,,gio-English_table.csv,1
Low Countries,E53 Place,Handmade,Q476033,,gio-English_table.csv,1
Luca Bartolotti,E21 Person,Handmade,R127,,name-English_table.csv,1
Luca Cambiaso,E21 Person,Handmade + Index,Q712512,29,C_refined.csv; name-English_table.csv,2
Luca Carlevarijs,E21 Person,Handmade + Index,Q2704669,"227, 250, 260, 276, 314, 375, 376; 277n; 332",C_refined.csv; name-English_table.csv,6
Luca Giordano,E21 Person,Handmade + Index,Q332494,"12, 145, 189, 191, 194, 197, 199n, 204, 207, 208, 219, 220, 223, 235, 241, 282; 192; 207; 212, 213; 212, 213, 214; 214; 214n; 219; 219, 223; 223; 250",G_refined.csv; name-English_table.csv,17
Luca Ombrosi,E21 Person,Handmade,R128,,name-English_table.csv,1
Lucca,E53 Place,Index,,"214, 226, 227, 228",L_refined.csv,1
Lucchese community,E53 Place,Handmade,G12,,gio-English_table.csv,1
Lucien Marcheix,E21 Person,Handmade,R129,,name-English_table.csv,1
Lucius Annaeus Florus,E21 Person,Handmade,Q316483,,name-English_table.csv,1
Lucius Annaeus Seneca the Younger,E21 Person,Handmade,Q2054,,name-English_table.csv,1
Ludovico Antonio Muratori,E21 Person,Handmade,Q471529,,name-English_table.csv,1
Ludovico Ariosto,E21 Person,Handmade,Q48900,,name-English_table.csv,1
Ludovico Carracci,E21 Person,Handmade + Index,Q380553,"123n, 241, 398",C_refined.csv; name-English_table.csv,2
Ludovico Cigoli,E21 Person,Handmade + Index,Q928350,102; 231,C_refined.csv; name-English_table.csv,3
Ludovico David,E21 Person,Handmade + Index,Q6698987,"220; 88; 88, 220",D_refined.csv; name-English_table.csv,6
Ludovico Dorigny,E21 Person,Handmade,Q2308644,,name-English_table.csv,1
Ludovico Gimignani,E21 Person,Handmade,Q3839112,,name-English_table.csv,1
Ludovico Ludovisi,E21 Person,Handmade,Q707750,,name-English_table.csv,1
"Ludovisi, Alessandro (Pope Gregory XV)",E21 Person,Index,,"3, 4, 17, 28, 30, 49, 64, 72, 73",L_refined.csv,1
"Ludovisi, Ludovico (nephew to Pope Gregory XV)",E21 Person,Index,,"4, 28, 64, 72, 73, 74, 86, 101, 397; 4, 72, 73, 74; 72; 73, 74",L_refined.csv,4
Ludwig Burchard,E21 Person,Handmade,Q1874264,,name-English_table.csv,1
Ludwig Mies van der Rohe,E21 Person,Handmade,Q41508,,name-English_table.csv,1
Ludwig Schudt,E21 Person,Handmade,Q19754022,,name-English_table.csv,1
Ludwig von Pastor,E21 Person,Handmade,Q64162,,name-English_table.csv,1
Luigi Adami,E21 Person,Handmade + Index,R131,158,A_refined.csv; name-English_table.csv,3
Luigi Boccherini,E21 Person,Handmade,Q189766,,name-English_table.csv,1
Luigi Borsari,E21 Person,Handmade,Q28747741,,name-English_table.csv,1
Luigi Callari,E21 Person,Handmade,Q123500942,,name-English_table.csv,1
Luigi Celotti,E21 Person,Handmade + Index,Q113774991,377,C_refined.csv; name-English_table.csv,2
Luigi Crespi,E21 Person,Handmade,Q3266428,,name-English_table.csv,1
Luigi Ferrari,E21 Person,Handmade,R132,,name-English_table.csv,1
Luigi Garzi,E21 Person,Handmade + Index,Q2442674,224,G_refined.csv; name-English_table.csv,2
Luigi Huetter,E21 Person,Handmade,Q93253213,,name-English_table.csv,1
Luigi Melchiori,E21 Person,Handmade,Q94259803,,name-English_table.csv,1
Luigi Passerini Orsini de' Rilli,E21 Person,Handmade,Q17490306,,name-English_table.csv,1
Luigi Pavini,E21 Person,Handmade,Q124642279,,name-English_table.csv,1
Luigi Pellegrini Scaramuccia,E21 Person,Handmade,Q3266512,,name-English_table.csv,1
Luigi Pozzi,E21 Person,Handmade + Index,R133,362,P_refined.csv; name-English_table.csv,2
Luigi Quaini,E21 Person,Handmade + Index,Q1645680,189,Q-R_refined.csv; name-English_table.csv,2
Luigi Salerno,E21 Person,Handmade,Q6700132,,name-English_table.csv,1
Luigi Spezzaferro,E21 Person,Handmade,Q19754023,,name-English_table.csv,1
Luigi Strozzi,E21 Person,Handmade + Index,Q3840187,403,S_refined.csv; name-English_table.csv,2
Luigi Teodoli,E21 Person,Handmade,R134,,name-English_table.csv,1
"Luxembourg, Palais du",E21 Person,Index,,174,L_refined.csv,1
"Lyss, Jan",E21 Person,Index,,235n,L_refined.csv,1
M. H. de Young Memorial Museum,E53 Place,Handmade,Q1470276,,gio-English_table.csv,1
M. de Bordeaux,E21 Person,Handmade,R107,,name-English_table.csv,1
Macerata,E53 Place,Index,,"223, 224, 225",M_refined.csv,2
Machiavelli,E21 Person,Index,,41,M_refined.csv,2
Madeleine Laurain-Portemer,E21 Person,Handmade,Q3275671,,name-English_table.csv,1
Madonna,E22 Man-Made Object,Handmade,A309,,work-English_table.csv,1
Madonna and Child,E22 Man-Made Object,Handmade,Q18573595,,work-English_table.csv,2
"Madonna and Child with St. Elizabeth, the Infant St. John the Baptist",E22 Man-Made Object,Handmade,Q45910487,,work-English_table.csv,1
Madonna and Child with the Infant Saint John the Baptist,E22 Man-Made Object,Handmade,Q20087448,,work-English_table.csv,1
Madonna dell'Orto,E53 Place,Handmade,Q861436,,gio-English_table.csv,1
Madonna of the Baldacchino,E22 Man-Made Object,Handmade,Q3842604,,work-English_table.csv,1
Madonna of the Harpies,E22 Man-Made Object,Handmade,Q1235695,,work-English_table.csv,1
Madonna of the Rabbit,E22 Man-Made Object,Handmade,Q24249,,work-English_table.csv,1
Madonna of the Rosary with Saints Dominic and Catherine,E22 Man-Made Object,Handmade,A379,,work-English_table.csv,1
"Madonna with Saints Agnes, Catherine and Rosa",E22 Man-Made Object,Handmade,Q79516336,,work-English_table.csv,1
Madonna with the Long Neck,E22 Man-Made Object,Handmade,Q867403,,work-English_table.csv,1
Madrid,E53 Place,Index,,"172, 173; 190; 297",M_refined.csv,4
"Madrid, Venetian artists in",E21 Person,Index,,297,M_refined.csv,1
Maecenas,E22 Man-Made Object,Handmade,A363,,work-English_table.csv,1
Maecenas Presenting the Liberal Arts to Emperor Augustus,E22 Man-Made Object,Handmade,Q12123145,,work-English_table.csv,1
Maestro Valerio Antonio Zarzabini,E21 Person,Handmade,R135,,name-English_table.csv,1
"Maffei, Francesco",E53 Place,Index,,"232, 248",M_refined.csv,1
Maffeo Pinelli,E21 Person,Handmade + Index,Q56006855,"339, 340, 408",P_refined.csv; name-English_table.csv,2
Magnus von Platen,E21 Person,Handmade,Q6051457,,name-English_table.csv,1
Main Dome Frescoes of the Church of the Gesù,E22 Man-Made Object,Handmade,A144,,work-English_table.csv,1
Malborough Fine Art Ltd,E53 Place,Handmade,G157,,gio-English_table.csv,1
Malcolm Campbell,E21 Person,Handmade,R136,,name-English_table.csv,1
"Malebranche, Nicolas de",E21 Person,Index,,318,M_refined.csv,1
Malplaquet,E53 Place,Handmade,Q24021436,,gio-English_table.csv,1
Malta,E53 Place,Handmade,Q233,,gio-English_table.csv,1
Mamertine Prison,E53 Place,Handmade,Q1035634,,gio-English_table.csv,1
"Manchester, Lord",E21 Person,Index,,"276, 278; 279",M_refined.csv,2
"Mancini, Francesco",E53 Place,Index,,351,M_refined.csv,1
"Mander, Carel van",E21 Person,Index,,170,M_refined.csv,1
Manin country house,E53 Place,Index,,251,M_refined.csv,1
Manin family,E74 Group,Index,,"251, 268",M_refined.csv,1
Manin palace,E22 Man-Made Object,Index,,251,M_refined.csv,1
"Manin, Doge Lodovico",E21 Person,Index,,251,M_refined.csv,1
Manlio Dazzi,E21 Person,Handmade,Q21196209,,name-English_table.csv,1
Mannerist painting,E28 Conceptual Object,Index,,"28, 30, 38, 102, 103",M_refined.csv,1
"Mansart, François",E21 Person,Index,,184,M_refined.csv,1
"Mantua, Ferdinando Carlo, Duke of",E21 Person,Index,,"267, 312",M_refined.csv,1
"Mantua, Ferdinando, Duke of",E21 Person,Index,,"10, 14, 175",M_refined.csv,1
"Mantua, Marquis of",E21 Person,Index,,216,M_refined.csv,1
Manuel de Acevedo y Zú?iga,E21 Person,Handmade,Q3845070,,name-English_table.csv,1
"Maratta, Carlo",E21 Person,Index,,"118, 161; 156, 161; 161; 17; 17, 18, 57, 60, 80, 85, 88, 118, 155, 157, 159, 160, 161, 162, 163, 164, 189, 191, 194, 197, 198, 199, 210, 282; 185; 189; 195; 386, 387; 60; 88",M_refined.csv,11
Marc'Antonio Chiarini,E21 Person,Handmade,Q93640385,,name-English_table.csv,1
Marcantonio Barbaro,E21 Person,Handmade,Q711845,,name-English_table.csv,1
Marcantonio Franceschini,E53 Place,Handmade + Index,Q2543592,"192n, 194, 199, 223, 225, 227, 282; 225n; 282n; 389",F_refined.csv; name-English_table.csv,6
Marcantonio II Colonna,E21 Person,Handmade,Q878288,,name-English_table.csv,1
Marcel Roethlisberger,E21 Person,Handmade,Q6756202,,name-English_table.csv,1
Marcello Del Piazzo,E21 Person,Handmade,Q118874221,,name-English_table.csv,1
Marcello Malpighi,E21 Person,Handmade + Index,Q232583,203,M_refined.csv; name-English_table.csv,2
Marcello Oretti,E21 Person,Handmade,Q56006940,,name-English_table.csv,1
Marcello Sacchetti,E21 Person,Handmade + Index,Q6087600,"38, 39; 39; 7, 38n, 44, 45, 46, 98, 104, 111, 127, 179, 403",S_refined.csv; name-English_table.csv; work-English_table.csv,6
"March, Lord",E22 Man-Made Object,Index,,,M_refined.csv,1
Marchands-amateurs,E22 Man-Made Object,Index,,"123, 124, 125",M_refined.csv,1
Marche,E53 Place,Handmade,Q1279,,gio-English_table.csv,1
Marches,E53 Place,Handmade,Q473298,,gio-English_table.csv,1
Marchese Girolamo Durazzo,E21 Person,Handmade,R137,,name-English_table.csv,1
Marchese Niccolo Maria Pallavicini,E21 Person,Handmade,Q105105120,,name-English_table.csv,1
Marchese Raggi,E21 Person,Handmade + Index,R138,137,Q-R_refined.csv; name-English_table.csv,2
"Marchesi, Raffaelo",E22 Man-Made Object,Index,,136,M_refined.csv,1
"Marchesini, Alessandro",E22 Man-Made Object,Index,,"226, 227, 228; 265n, 270n",M_refined.csv,2
Marchigian town,E53 Place,Handmade,G65,,gio-English_table.csv,1
"Marchiori, Giovanni",E22 Man-Made Object,Index,,356,M_refined.csv,1
Marciana,E53 Place,Handmade,Q157792,,gio-English_table.csv,1
Marco Benefial,E21 Person,Handmade + Index,Q466471,294,B_refined.csv; name-English_table.csv,2
Marco Boschini,E21 Person,Handmade + Index,Q662866,345,B_refined.csv; name-English_table.csv,3
Marco Fantuzzi,E21 Person,Handmade,R139,,name-English_table.csv,1
Marco Foscarini,E21 Person,Handmade + Index,Q1242215,"258, 259; 258, 259, 260, 357, 369, 381; 259",F_refined.csv; name-English_table.csv,4
Marco Foscarini's palace,E53 Place,Handmade,G96,,gio-English_table.csv,1
Marco Ricci,E21 Person,Handmade + Index,Q930162,"228, 235, 241, 276, 278, 279, 294, 296, 297n, 300n, 304, 310, 314, 315, 341, 342, 376, 392, 393; 289n, 290; 303",Q-R_refined.csv; name-English_table.csv,6
Marco Sacconi,E21 Person,Handmade + Index,Q97571806,"233, 240",S_refined.csv; name-English_table.csv,2
Marco Sebastiano Giampiccoli,E21 Person,Handmade,Q21208132,,name-English_table.csv,1
Marcus Atilius Regulus,E21 Person,Handmade,Q318718,,name-English_table.csv,1
Marcus Curtius,E21 Person,Handmade,Q624745,,name-English_table.csv,1
Marcus Furius Camillus,E21 Person,Handmade,Q294862,,name-English_table.csv,1
Marcus Junianus Justinus,E21 Person,Handmade,Q210853,,name-English_table.csv,1
Marcus Junius Brutus,E21 Person,Handmade,Q172248,,name-English_table.csv,1
Marcus Porcius Cato,E21 Person,Handmade,Q180081,,name-English_table.csv,1
Marcus Porcius Cato Uticensis,E21 Person,Handmade,Q193506,,name-English_table.csv,1
Marcus Vitruvius Pollio,E21 Person,Handmade,Q47163,,name-English_table.csv,1
Maresca di Serracapmula,E21 Person,Handmade,R140,,name-English_table.csv,1
Margaret Whinney,E21 Person,Handmade,Q3290527,,name-English_table.csv,1
Marguerite Louise d'Orléans,E21 Person,Handmade,Q268349,,name-English_table.csv,1
"Mari, Cosimo",E21 Person,Index,,409,M_refined.csv,1
Maria Caterina,E21 Person,Handmade,R141,,name-English_table.csv,1
Maria Elena Ghelli,E21 Person,Handmade,R142,,name-English_table.csv,1
Maria Labia,E21 Person,Handmade + Index,R143,257,L_refined.csv; name-English_table.csv,2
Maria Letizia Strocchi,E21 Person,Handmade,Q125210034,,name-English_table.csv,1
Maria Luisa,E21 Person,Handmade,Q229854,,name-English_table.csv,1
Maria Mancini,E21 Person,Handmade + Index,Q242532,155,M_refined.csv; name-English_table.csv,2
Maria Pamfili,E21 Person,Handmade,R144,,name-English_table.csv,1
Maria Sellschopp,E21 Person,Handmade,Q18916912,,name-English_table.csv,1
Maria Sergeevna Konopleva,E21 Person,Handmade,Q116795898,,name-English_table.csv,1
Maria Teresa Bonadonna Russo,E21 Person,Handmade,Q111771530,,name-English_table.csv,1
"Maria Teresa, Holy Roman Empress",E21 Person,Index,,335,M_refined.csv,1
Maria Vittoria Brugnoli,E21 Person,Handmade,Q106410682,,name-English_table.csv,1
Maria Walpole,E21 Person,Handmade,Q446919,,name-English_table.csv,1
Marianne Roland Michel,E21 Person,Handmade,Q19997562,,name-English_table.csv,1
Mariano Armellini,E21 Person,Handmade,Q2755302,,name-English_table.csv,1
Marie Thérèse Rodet Geoffrin,E21 Person,Handmade,Q269865,,name-English_table.csv,1
Marie de' Medici,E21 Person,Handmade,Q182021,,name-English_table.csv,1
Marie-Henri Beyle,E21 Person,Handmade,Q502,,name-English_table.csv,1
"Marigny, Marquis de",E21 Person,Index,,,M_refined.csv,1
Marilyn Aronberg Lavin,E21 Person,Handmade,Q19997564,,name-English_table.csv,1
Marino Berengo,E21 Person,Handmade,Q3848172,,name-English_table.csv,1
Mario Brunetti,E21 Person,Handmade,Q61473962,,name-English_table.csv,1
Mario Chigi,E21 Person,Handmade,Q98708917,,name-English_table.csv,1
Mario D'Orsi,E21 Person,Handmade,R145,,name-English_table.csv,1
Mario Minniti,E21 Person,Handmade,Q153619,,name-English_table.csv,1
Mario Nuzzi,E21 Person,Handmade,Q1227379,,name-English_table.csv,1
Mark Antony,E21 Person,Handmade,Q51673,,name-English_table.csv,1
Mark Ritchie,E21 Person,Handmade,Q6769447,,name-English_table.csv,1
Mark Samuel Weil,E21 Person,Handmade,Q125296744,,name-English_table.csv,1
"Marlborough, Duchess of",E21 Person,Index,,278,M_refined.csv,1
Marriage,E22 Man-Made Object,Handmade,Q26511045,,work-English_table.csv,1
Marriage Allegory of the Rezzonico Family,E22 Man-Made Object,Handmade,A145,,work-English_table.csv,1
Mars and Venus,E22 Man-Made Object,Handmade,Q28796946,,work-English_table.csv,1
Marshal Schulenburg,E22 Man-Made Object,Handmade,A362,,work-English_table.csv,1
Martino Longhi,E21 Person,Handmade,Q349522,,name-English_table.csv,1
Martino Longhi the Younger,E21 Person,Handmade,Q376713,,name-English_table.csv,1
Martirii patiti da Santi Martiri per La confessione di Christo,E22 Man-Made Object,Handmade,A146,,work-English_table.csv,1
Martyrdom of St Peter,E22 Man-Made Object,Handmade,Q21725513,,work-English_table.csv,1
Martyrdom of St. Cecilia,E22 Man-Made Object,Handmade,Q104934282,,work-English_table.csv,1
Marucelli Palace,E22 Man-Made Object,Index,,"235, 236",M_refined.csv,1
"Marucelli, Orazio",E21 Person,Index,,235n,M_refined.csv,1
Mary Stuart,E21 Person,Handmade,Q131412,,name-English_table.csv,1
Mary Wortley Montagu,E21 Person,Handmade + Index,Q235121,"302, 349",M_refined.csv; name-English_table.csv,2
María Antonieta Gatas,E21 Person,Handmade,R146,,name-English_table.csv,1
Masanella,E22 Man-Made Object,Handmade,A147,,work-English_table.csv,1
