QID,序号,数据来源,部分,原始页码,章节,校对词频,原文英文全名,统一英文全名,别称英文,Unnamed: 0,P19|标签|出生地英文,校对出生地英文,P31|标签|人物属性,P569|标签|出生日期,P570|标签|死亡日期,P20|标签|死亡地英文,P106|标签|职业英文,P27|标签|国籍英文,P101|标签|工作领域英文,P937|标签|工作地点英文,P97|标签|贵族头衔英文,P21|标签|性别英文,P611|标签|所属宗教(合并)#P1416|标签|所属机构#P463|标签|属于...机构成员英文,P119|标签|埋葬地点英文,P140|标签|宗教或世界观英文,P69|标签|受教育于英文,P53|标签|家族英文,P1830|标签|拥有财产英文,P166|标签|获奖英文,P800|标签|著名作品英文,P135|标签|风格英文,P136|标签|创作类型英文,P18|标签|图像,P22|标签|父亲英文,P25|标签|母亲英文,P3373|标签|兄弟姐妹英文,P26|标签|配偶英文,P40|标签|孩子英文,P1038|标签|亲属英文,P451|标签|未婚伴侣英文,P737|标签|受…影响英文,P108|标签|雇主英文,P1066|标签|老师#P184|标签|博士导师英文,P802|标签|学生#P185|标签|博士学生英文,P3342|标签|重要人物英文,P1049|标签|崇拜者英文,P1365|标签|继任者英文,P1366|标签|接任者英文,P859|标签|赞助人英文
Q435316,917,wikidata,第三部分,",253,325，366,",第十六章,5,Gian Domenico,Giovanni Domenico Tiepolo,"Giandomenico Tiepolo|Domenico Tiepolo|Gian Domenico Tiepolo|giov. domenico tiepolo|Donimique Tiépolo|dom. tiepolo|Giovanni Dom. Tiepolo|Dominique Tiepolo|G. D. Tiepolo|C. D. Tiepolo|Dominique Tiépolo|giardominico tiepolo|D. Tiepolo|gio. domenico tiepolo|G.D. Tiepolo|Tiepolo|Tieplo. Juni|g. dom. tiepolo|Tiepoletto|giovanni dominico, venedig tiepolo",756,Venice,Venice,human,1727,1804,Venice,painter|printmaker|graphic artist|visual artist,Republic of Venice,,,,male,,,,,,,,The Immaculate Conception|The Tiepolo Family,,genre painting,,Giovanni Battista Tiepolo,Maria Cecilia Guardi,Lorenzo Baldissera Tiepolo,,,,,,,,,,,,,
Q1363378,918,wikidata,第三部分,299,第十一章,1,Gian Domenico Ferretti,Giovanni Domenico Ferretti,Giovanni Ferretti|Giandomenico Ferretti|Giovanni Domenico Ferretti Da Imola|Giovan Domenico Ferretti|Giovanni Domenico Ferretti da Imola|Feratti|Ferrati|Labée Féretti|Ferretti,757,Florence,Florence,human,1692,1768,Florence,painter|drawer,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q98852567,919,wikidata,第一部分,64400,第三章,2,Gian Domenico Ottonelli,Giovanni Domenico Ottonelli,,758,Fanano,Fanano,human,1584,1670,Florence,writer,,,Florence,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q256580,921,wikidata,第二部分,229,第八章,1,Gian Gastone de' Medici,Gian Lorenzo Bernini,"Giovanni Gastone de Medici, Granduca di Toscana|Giovanni Gastone de' Medici (1671-1737)",759,Florence,Florence,human,1671,1737,Florence,aristocrat,Grand Duchy of Tuscany,,,duke,male,Accademia della Crusca,Basilica of San Lorenzo,Catholicism,,House of Medici,,,,,,,"Cosimo III de' Medici, Grand Duke of Tuscany",Marguerite Louise d'Orléans,"Ferdinando de' Medici, Grand Prince of Tuscany|Anna Maria Luisa de' Medici",Anna Maria Franziska of Saxe-Lauenburg,,,,,,,,,,,,
Q961329,922,wikidata,第三部分,"282,349",第十章,8,"Gian Gioseffo dal Sole",Giovanni Gioseffo dal Sole,Giovan Giuseppe del Sole|Giovanni Gioseffo Dal Sole|Giovan Gioseffo dal Sole|Gian Giuseppe dal Sole|Gian Gioseffo del Sole|Giovanni Giuseppe dal Sole|Giovan Gioseffo Dal Sole|G. del Sole|Gio del Soli|Gioseffo del Sole|Guiseppe del Sole|Gian Giuseppe Dal Sole|Gio. Gioseffo del Sole|Gio Giuseppe del Sole Bologniese|Giovanni Gioseffo del Sole|Del Solo|Giovanni Giuseppe Dal Sole|Gioseffo dal Sole|Gio. Girol. Dal Sole|Del-Sole|Gio. Giuseppe|Giovanni Giuseppe del Sole|J. Del Sole|Gio: Gioseffo Dal Sole|Gian Giuseppe dl Sole|Giuseppe dal Sol|Gio. Gioseppo Dal Sole|Gio. Gioseppe del Sole|Giuseppe del Sole|Gio. Gius. del Sole|Jean-Joseph del Sole|Gioseppo del Sole|Giovan Giusippe del Solle|Delsole|S. Del Sole|Gioseppo dal Solé|Gio. Giuseppe del Sole|Gius.e del Sole Bolognese|Gio Giuseppe del Sole|Gio. Giuseppe d. Sole|Sole|Gio: Giusepe del sole|Gioseppe dal Sole|Giuseppe dal Sole|Gio: Giuseppe del Sole|Gio: Giuseppe dal Sole|Giov. Gius. Dal Sole|Gio. Giuseppe dl Sole|sole giovanni giuseppe del|Gio. Gioseppe dal Sole|Gio. Giuseppe Dal Sole|del Sole|Joseph du Soleil|N. del Solo|Giovanno Gioseffo dal Sole,760,Bologna,Bologna,human,1654,1719,Bologna,painter|printmaker|graphic artist|drawer,Papal States,,,,male,,,,,,,,,,,,,,,,,,,,,Domenico Maria Canuti|Lorenzo Pasinelli,Lucia Casalini Torelli,,,,,
Q160538,924,wikidata,第一部分,"34,35,36,37",第二章,4,Gian Lorenzo Bernini,Gian Lorenzo Bernini,"Bernini|Giovanni Lorenzo Bernini|Gianlorenzo Bernin|Cavaliere Gian Lorenzo Bernino|Cavr. Gian Lorenzo Bernino|Giovan Lorenzo Bernini|Dzhovanni Lorentso Bernini|Gian Bernini|Lorentso Bernini|Lorenzo Bernini|Jean Laurent Bernin|Giovanni Lorenzo, Cavaliere Bernini|Giovanni Lorenzo Bernino|Lorent︠s︡o Bernini|Giovanni-Lorenzo Bernini|Le Bernin|Dzhovanni Lorent︠s︡o Bernini|Cavaliere Giovanni Lorenzo Bernini|Chevalier Gian Lorenzo Bernini|Chevalier Bernin|C. Bernin|lorenzo bernini|Cr. Bernini|Le Cavalier Bernin|Cavr. Bernino|gianlorenzo bernini|C Ter Bernini|C. Bernini|Berneni|Sr. Cav.re Bernino|Bernino|Cavaliere Bernino|Chevalier Bernini|Cav: Bernino|Cav. Bernini|Cav. Bernino|Cav.e Bernini|Jean-Laurent Bernin|cav.re Bernini|Cavalier Bernin|Gio: Lorenzo Bernini|Cavalier Bernerni|Cav.r Bernino|cav.o bernino|Cavalere Berneene|Cavalier Bernini|G. L. Bernini|Cavalier Bernino|Cav.re Bernino|Bernin|Cavalier Bernino Scultore|C. Bernino|le Chev. Bernin|Cavalier Lorenzo Bernini|dit Le Chevalier Bernin Jean-Laurent|Cavaliere Bernini|le Ch. Bernin|Birnini|giov. lorenzo bernini|lor. bernini|c. l. bernini|Gianlorenzo F Bernini|Gianlorenzo Bernini|Gian Lorenzo",761,Naples,Naples,human,1598,1680,Rome,sculptor|artist|painter|architect|architectural draftsperson|designer,Italy,,Italy|Paris|Rome|Siena,,male,,Basilica di Santa Maria Maggiore,Catholicism,,Bernini,,,Palazzo Barberini|Saint Peter's Square|Ecstasy of Saint Teresa|Bust of Costanza Bonarelli|Sant'Andrea al Quirinale|Four Rivers Fountain,Baroque,Christian art|landscape painting|nude|portrait|caricature,,Pietro Bernini,,Luigi Bernini|Giuditta Bernini,Caterina Tezio,Domenico Bernini,,,,,,,,,,,
Q1229189,925,wikidata,第一部分,"64,78,79,80,81,83,84,85,86,88,89,91,92,153",第三章,42,Gian Paolo Oliva,Giovanni Paolo Oliva,,762,Genoa,Genoa,human,1600,1681,Rome,Catholic priest,,,,,male,Society of Jesus,,Catholicism,,,,,,,,,,,,,,,,,,,,,,,,
Q286670,926,wikidata,第三部分,"'296,307,308,351,357,358",第十章,10,Gian Paolo Panini,Giovanni Paolo Panini,Pannini|Giovan Paolo Pannini|Paolo Panini|Cavaliere Giovanni Paolo Pannini|Paulo Peneni|Gian Pannini|Gio. Paolo Pannini|Paul Pannini|Giovanni Paolo Penini|Giovanni Paolo Pagnini|Cavaliere Giovanni Paolo Panini|Gian Paolo Pannini|Paul Panini|Giovanni Paolo Panani|Giovanni P. Pannini|Gian Panini|Gian Paolo Panini|Gian Paolo Panino|Paulo Panini|Giovanni Paolo Pannina|Giovanni Paolo Pannini|Giovanni Paolo Parrina|Paoli Panini|Paolo Pannini|Paul Panimi|Paulo Penneni|Gianpaolo Pannini|Gian-Paolo Panini|giov. batt. pannini|J. Pannini|c. giovanni paolo pannini|Pannin|Panini di Roma|Jean Paul Pannini|Pinani|g. p. panini|P. Pinani|J. Paul Pannini|J. Paul Panniny|J.P Panini|Gio: Paolo Panini|giovanni panini|giovanni pannini|J. Paul Parini|Johan Paul Panini|Jean-Paul Paniny|giovanni battista pannini|giovanni p.|Jean-Paul Panini|Paolo Panneni|g. pannini|g. p. pannini|Pinini|C. Panini|J.P. Panini|paolo pannini|J.P. Pannini|j. b. pannini|g. b. pannini|Giov. Paolo Pannini|Jean-Paul Palini|Paniny|Panani|Cavalier Panini Piacentino|Pennini|Panini|Panino|P. Panini|P. Penini|Cavalier Pannini|Panine|P. Aanini|giampolo panini|Jean-Paul Pannini|Giampolo Pannini|Paulo Poneny|Pamini|g. panini|P. Panani|Penini|I. P. Panini|J.B. Pannini|giov. paolo pannini|J. Paul Panini|Paula Panini|Gio: Paolo Pannini|P. Pannina|P. Pannini|Banini|G.P. Panini|Paneni|Gio. B. Pannini|Pannino|J.-P. Panini|Paul Panina|pannini giovanni paolo|Pannani|G.P. Pannini|G. Paolo Panini|Pannini Paul|G. Paolo Pannini|P. Pinini|J. P. Panini|Parrina|J. P. Pannini|Cav. Pannini|J. P. Paniny|pannini G.P.|cav. giovanni paolo pannini|P Panini|&c. Panini|J. B. Panini|giovani paolo pannini|Jean Paul Panini|Cavaliere Pannini|Paliny|Jean Paul Paniny|Pagnini|Paul Pinini|Pini,763,Piacenza,Piacenza,human,1691,1765,Rome,painter|architect|scenographer,Italy,art of painting,Piacenza|Rome,,male,,,,,,,,Modern Rome|Ancient Rome|Roman Capriccio: The Pantheon and Other Monuments,Baroque,landscape painting|history painting|architectural painting|portrait,,,,,,Francesco Pannini,,,,,Giuseppe Natali|Andrea Galluzzi|Francesco Galli Bibiena|Benedetto Luti,Giovanni Niccolò Servandoni,,,,,
Q714400,927,wikidata,第一部分,"10,17,25,29,45,48,50,53,57,60,61,74,114,117,118,124,134,143,152,155,156,158,159,160,161,162,189,191,197,396,402",第一章,60,Gian Pietro Bellori,Giovanni Pietro Bellori,Giovan Pietro Bellori|Gio. Pietro Bellori|Joannes Petrus Bellorius|Bellory|Gian Pietro Bellori,764,Rome,Rome,human,1613,1696,Rome,curator|biographer|painter|librarian|art historian|historian|archaeologist,,,Rome,,male,Accademia di San Luca,Sant’Isidoro a Capo le Case,,,,,,"Le vite de' pittori, scultori et architetti moderni",,,,,,,,,,,,,,,,,,,
Q3904001,928,wikidata,第三部分,"259,323",第九章,2,Gian Pietro Ligari,Giovanni Pietro Ligario,Pietro Ligario|Giovanni Pietro Ligari|Pietro Ligari,765,Sondrio,Sondrio,human,1686,1752,Sondrio,painter|architect,,,Valtellina,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5563665,929,wikidata,第一部分,"154,161,187,197",第六章,7,Gianangclo Canini,Giovanni Angelo Canini,Gio Angelo Canini|Angelo Canini|Canini|Gio. Ang.o Canini|Jean-Ange Canini|Gio: Angelo Canini,766,Rome,Rome,human,1617,1666,Rome,anthropologist|archaeologist|painter|printmaker,,art of painting,,,male,,,,,,,,,Baroque,,,,,Marcantonio Canini,,,,,,,,,,,,,
Q1342809,930,wikidata,第一部分,"IX,57,58,182,183,364,367,408",第一章,1,Gianfrancesco Grimaldi,Giovanni Francesco Grimaldi,"Il Bolognese|Giovan Francesco Grimaldi|Bolognese|Giovanni Francesco Bolognese|Il Bolaniese|Giovanni Franco Bolognese|Giovanni Francesco Bolognesi|Francesco Grimaldi|Il Bolognese Grimaldi|Giovanni Francesco Grimaldi Bolognese|Francis Grimaldi|Il Boglognese|Francesco Bolognese|Francesco Bolanese|Francis Bolognese|Francisco Bolognese|Francesco Bolonese|Giovanni Francesco Grimaldi (il Bolognese)|Giovanni Francesco Grimani|F. Bolognes|J.F. Grimaldi Bolognese|Gio francesco bolognese|Jean Fr. Grimaldi Bolognese|dit Bolognèse Jean-François Grimaldi|called Bolognese Jean Francois Grimaldi|F. Bolognesi|F. Bolognese|J. F. Grimaldi|Gio: Fran.co Grimaldi|Bolognesse|Grimaldi de Bologne|Gio. Fran.co Grimaldi|Gio: Fran:co Bolognese|Fr: Bolognese|François Grimaldi dit le Bolognese|Francisco Bollognese|Grimaldi Bolognese|F. Bolanese|Fr. Bolognese|Francisque Bollognese|Boglognese|Bollognese|Gio: Francesco Grimaldi Bolognese|Bolognesi|Franc. Grimaldi Bolognese|François Grimaldy|Grimaldi|Gianfrancesco bolognese|Francesco Grimaldi Bolognese|François Bologneze|Francesco Grimaldi called Il Bolognese|Francesco Grimaldi il Bolognese|Fran. Bolognese|Bolognèse|Bolanese|Gio: Franco Bolognese|Giovan Francesco bolognese|Gio: Bolognese|Grimaldi Bol.|Fran.co Bolognese|Francisque Bolognesse|called Il Bolognese Francesco Grimaldi|Giov. Franc. Grimaldi|Le Bolognèse|Grimaldy François|Francisque de Bolognèse|Giovanni Grimaldi|Gio Franc Bolognesi|Gio: Francesco Grimaldi detto il Bolognese|F. Bolognesse|Francisque Bolognese|Bolonese|Francisco Boulognese|Bolonger|J. Bolognese|Gio. Francesco Bolognese|F. Grimaldi Bolognese|Gio. Franco Bolognese|Gio: Franc.o Bolognese|Genre de Bolognese|Gio. Francesco Bolognesi|F Bolognese|dit Bolognese François Grimaldi|Gio Francesco Grimaldi|G. F. Grimaldi|F. Bouloniese|Gio. Francesco Grimaldi|Jean-François Grimaldi Bolognese|Gio: Francesco Grimaldi|called Bolognese I. F. Grimaldi|F. G. Bolognese|Francisque le Bolognais|Grimaldy|Gio: Fran.co Bolognese|Francisque Bolognèse|Gio: Fran.co Bol.e|Francis Bolognesse|Boulonnese|Jean F. Grimaldi Bolog.|F. Grimalda|F. Bolonese|giovanni francesco grimaldi il bolognese|F. Grimaldi|Gio: Fran.o bolognese|dit le Bolognese François Grimaldi|Bologneze|Francisque Boulonoise|François Bolognese|Francisque Bolognéze|Bolaniese|Giov. Francesco Grimaldi|G.F. Grimaldi detto Il Bolognese|Gio. Fran.co Bolognese|Boloneze|Bologuèse|Gio: Francesco Bolognese|Gio. Fran.co Bolognesi|Francisque Bolognaise|F. Bologna|dit le Bolognese Jean-François Grimaldi|G. Bolognese|Giovanni Francesco, gen. il Bolognese Grimaldi",767,Bologna,Bologna,human,1606,1680,Rome,painter|architect|printmaker|drawer|graphic artist|visual artist,,art of painting|visual arts|architecture,Rome|Paris|Bologna,,male,,,,,,,,Villa Doria Pamphili,,landscape painting,,,,,,,,,,,,,,,,,
Q85836470,931,wikidata,第三部分,259368,第九章,2,Gianfranco Torcellan,Gianfranco Torcellan,,768,Venice,Venice,human,1938,1966,Turin,historian|economist,Kingdom of Italy,,,,male,,,,,,,Bonavera Prize,,,,,,,,,,,,,,,,,,,,
Q17341083,932,wikidata,第一部分,6,第一章,4,Gianjacopo Fontana,Gianjacopo Fontana,,769,,,human,1805,1885,,art historian,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1432600,933,wikidata,第一部分,"XIV,194,227,234",第一章,6,Giannantonio Fumiani,Giovanni Antonio Fumiani,Giannantonio Fumiani,770,Venice,Venice,human,1645,1710,Venice,painter,Republic of Venice,,Bologna|Venice,,male,,,,,,,,,,allegory|portrait,,,,,,,,,,,,,,,,,
Q5558181,934,wikidata,第三部分,"'248,254,260,266,309,312,321,346,361,370,375,379,380,381",第九章,37,Giannantonio Moschini,Giannantonio Moschini,Giovanni Antonio Moschini,771,Venice,Venice,human,1773,1840,Venice,art historian|Catholic priest|historian|philologist|art critic,Republic of Venice,Christianity|philology|art history|art criticism,,,male,,,Catholicism,,,,,,,,,,,,,,,,,,,,,,,,
Q958293,936,wikidata,第三部分,285,第十章,1,Gilles Marie Oppenordt,Gilles-Marie Oppenord,Gilles Marie Oppenordt|Gilles Marie Oppenort|Gilles-Marie Oppenoordt|Gilles Marie Oppendort|Gilles Marie Oppenoordt|Gilles Marie Oppenord|Gilles-Marie Oppenort|Gilles Marie op den Oordt|Openord|G. M. Oppenord|Opnor|Openor|Oppenord|Oppenort|Oppenor|Gilles-Marie Oppenordt,772,Paris,Paris,human,1672,1742,Paris,architect|decorator|drawer|visual artist,France,,Paris,,male,,,,,,,,Church of Saint-Sulpice,,,,Alexandre Jean Oppenordt,,,,,,,,,Jules Hardouin-Mansart,Jacques-François Blondel,,,,,
Q16271464,937,wikidata,第三部分,245249,第九章,2,Gino Damerini,Gino Damerini,,773,Venice,Venice,human,1881,1967,Venice,journalist|theatre critic|playwright,Italy,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19357545,938,wikidata,第一部分,"8,74,232,233,234,235,236,240,241,256,270,329,352",第一章,21,Gino Fogolari,Gino Fogolari,,774,Milan,Milan,human,1875,1941,Palermo,art historian|art critic,Kingdom of Italy,,,,male,,,,,,,,,,,,,,,,,Cesare Battisti,,,,,,,,,,
Q16853801,939,wikidata,第三部分,366380,第十五章,2,Sig. Gio. Battista Mingardi,Giovanni Battista Mingardi,Giovanni Battista Mengardi|Giovanni Battista Giusto Mengardi|Giambattista Mengardi,775,Padua,Padua,human,1738,1796,Venice,painter|drawer|pastellist|fresco painter|engraver|printmaker,Republic of Venice,,Padua|Venice,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2701986,941,wikidata,第二部分,197,第七章,1,Gioacchino Assereto,Gioacchino Assereto,Gioacchino Axareto|Giovacchino Assereto|Giovacchino Asserto|Gioachino Assereto|Giovacchino Axareto|Gioacchino Asserto|Giovacchino Assereto Asserto|Gioacchino Axereto|Joachimo Assaretto|G. Assueretti|Assereto|Gioachino|Assuerotti|giovacchino assereto,776,Genoa,Genoa,human,1600,1649,Genoa,painter,,,Genoa,,male,,,,,,,,Q17582524,,,,,,,,Giuseppe Assereto,,,,,,,,,,,
Q8459,942,wikidata,第二部分,"'181,193,222,241,312,340,354,373,376,381,410",第七章,14,Giorgionesca,Giorgione,"Giorgioni di Castelfranco|Georgoni|Giorgoni|Giorgone|Zorzo da Castelfranco|Giorgion di Castelfranco|Georges Giorgion|Giorgioni|Dzhordzhone|Cavaglier Georgione|Zorzo|Georgeonia|Giorgione di Castel Franco|Zorzi|Giogone|Giorgio da Castelfranco|Georgini|Jorge del Castel Franco|Giorgio Barbarelli, known as Giorgione|Giorgione del Castel-franco|Giorgio Barbarelli|Giorgione da Castelfranco|Zorzi da Castelfranco|Georgone|Jorjion de Castelfranco|Giorgio|Giorgio Barbarelli Giorgione|Georgeon|Giorgione di Castelfranco|Georgioni|Zorzon|Giorgion|Georgione|Master of the Allendale Adoration|Giorgio Da Castelfranco|Giorgione (Giorgio Da Castelfranco)|Giorgio Barbarelli gen. Giorgione|Georgeone|Georgion|Il Giorgione Giorgio Barbarelli|Gieorgione|Georgio Castil. Franco|Giorgion da Castel Franco|Le Géorgion|Barbarella Giorgio detto il Giorgione|Zorzon maestro de Ticiano|Giorgeone|Giorgeoni|Giorgione de Castel Franco|Zorzi de Castelfranco|Zorzone|Le Giorgion de Castel Franco|Giorgione da Castel-Franco|genannt Giorgione Georgius Parbarelli|Georgione da Castel Franco|Giorgion del Castel Franco|Giorgio Barbarelli detto Giorgione|G. Gorgion|Giorgione of Castel Franco|Guarcyn de Castel Franco|Zorzon de Castelfranco|Giorgon|Sjorjon|Giorgione da Castel Franco|Georgon del Castelfranco|Zorzi da Castelfrancho|Le Georgion|Georgione de Castel Franco|Giorgioni da Castel Franco|Giorgion de Castel Franco|G. Barbarelli|Le Giorgion|Georgon",777,Castelfranco Veneto,Treviso,human,1478,1510,Venice,painter|visual artist,Republic of Venice,art of painting|visual arts,Venice|Castelfranco Veneto,,male,,,,,,,,Laura|The Three Philosophers|The Tempest|Self-portrait,High Renaissance,history painting|portrait|landscape painting|religious art|nude|religious painting|genre painting,,,,,,,,,,,Giovanni Bellini,,,,,,Taddeo Contarini
Q1525490,945,wikidata,第三部分,282283,第十章,2,Giorgio Maria Rapparini,Giorgio Maria Rapparini,,778,Bologna,Bologna,human,1660,1726,Mannheim,librettist|writer,,,Düsseldorf,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q976141,946,wikidata,第三部分,270272320,第九章,3,Giorgio Massari,Giorgio Massari,,779,Venice,Venice,human,1687,1766,Venice,architect,Republic of Venice,baroque architecture,Venice|Friuli|Lombardy|Istria,,male,,,,,,,,Gesuati|San Marcuola|Villa Giovannelli Colonna,Baroque,,,,,,,,,,,,,,,,,,
Q21329159,947,wikidata,第一部分,123,第五章,1,Giorgio Nicodemi,Giorgio Nicodemi,,780,Trieste,Trieste,human,1891,1967,Milan,art historian|art critic|numismatist|writer|museologist|historian,Italy,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3765764,949,wikidata,第一部分,153,第六章,1,Giorgio Spini,Giorgio Spini,,781,Florence,Florence,human,1916,2006,Florence,historian,Italy,,,,male,Accademia delle Arti del Disegno,,Waldensians,,,,Knight Grand Cross of the Order of Merit of the Italian Republic,,,,,,,,,Valdo Spini,,,,,,Nella Anfuso,,,,,
Q128027,950,wikidata,第一部分,21330,第一章,4,Giorgio Vasari,Giorgio Vasari,"Giorgio Vasari II|Giorgio, II Vasari|Giorgio Vassalii|Georges Vasari|Giorgio Arettino|Giorgio Vasaro|Giorgio Vasaio|Giorgino di Rezzo|Giorgio Vaccari|Giorgio Aretino|Giorgio Laretino|Giorgio Vasarri|Dzhordzho Vazari|Giorgio Vassari|Giorgio II Vasari|Giorgione d'Arezzo|Giorgio Vassaro|vasari|George Vasari|Giorgino|Giorg. Vasari|Georgio Vasari|Aretino|le Vasari|Giorgio Vattani|Giorgio d'Arezzo|Vazari|Arettino|Giorgio Vassara|Giorge Vasari|Vasari|Georgi Vassari|g. vasari|G. Vasari|laretino|Vassari|Giogio Vasari",782,Arezzo,Arezzo,human,1511,1574,Florence,painter|architect|art historian|writer|biographer|art theorist|aesthetician|architectural draftsperson|visual artist,Republic of Florence,Renaissance painting|architecture,Arezzo|Bologna|Florence|Naples|Pisa|Pistoia|Rimini|Rome|Venice,,male,Accademia delle Arti del Disegno,,,,,,Order of the Golden Spur,"Uffizi Gallery|Lives of the Most Excellent Painters, Sculptors, and Architects",Renaissance,history painting|religious painting|portrait,,Antonio Vasari,Maddalena Tacci,,Niccolosa Bacci,,Luca Signorelli,,,,Guillaume de Marcillat,Peter Candid|Giovanni Battista Naldini|Jacopo Zucchi|Federico Zuccari,,,,,
Q7814,951,wikidata,第三部分,312,第十一章,4,Giotto di Bondone,Giotto de Bondone,"di Bondone Giotto|Giotti|Giotto Di Bondone|Giotto de Bondone|Giotto Fiorentino|Ambrogio Bondone|Ambrogio di Bondone|Angelus de, detto Giotto Bondonis|Dzhotto di Bondone|L. di Giotto|Giottè|Giott`e|Ambrogio Bondone Giotto|Le Giotto|Dzhiotto|Ambrogio di Bondone Giotto|Giotto da Vespignano",783,Vicchio,Vicchio,human,1267,1337,Florence,painter|architect|goatherd|sculptor|muralist|designer,Italy,architecture|art of painting,Florence|Padua|Assisi|Rimini|Rome|Naples|Bologna,,male,Third Order of Saint Francis,,,,,,,Scrovegni Chapel|Saint Stephen|Giotto's Campanile|Giotto's O,Proto-Renaissance,religious art|allegory|mythological painting,,Bondone,,,,,,,,,Cimabue,Taddeo Gaddi|Bernardo Daddi|Puccio Capanna|Ottaviano da Faenza|Pace di Bartolo|Guglielmo da Forli|Pietro Lorenzetti|Stefano Fiorentino|Simone Martini|Pietro Cavallini|Giovanni Baronzio|Parente di Giotto|Maestro delle Vele|Maestro Espressionista di Santa Chiara,,,,,
Q1116328,952,wikidata,第二部分,208,第八章,1,Giovan Battista Ruoppolo,Giovan Battista Ruoppolo,Giovanni Battista Ruoppolo|Giovanni Battista Ruppoli|Giovanni Battista Ruoppoli|Titta Ruoppolo|Giovanni Battista Ruopolo|Giovanbattista Ruoppolo|Giovanni Batta Roppoli|Giovanni Battista Reppoli|Giamb. tta Ruoppoli|Titta Gruoppoli|Giovanni Battista Roppoli|Gio. Batta Ruoppolo|G. B. Ruoppoli|Giovanbatt.a Ruoppolo|Titta Roppoli|Giovanni Batista Ruoppoli|giov. batt. ruoppoli|giov. battista ruoppoli|Gio. Batta Ruopoli|Gruoppoli|Giamb.tta Ruoppoli|Rottolo|Gio. Batta Roppoli,784,Naples,Naples,human,1620,1685,Naples,painter,,art of painting,Naples,,male,,,,,,,,Bunches of Grapes around a Tree Trunk,Baroque,still life,,,,Giuseppe Ruoppolo,,,,,,,,,,,,,
