QID,序号,章节,原文英文全名,统一英文全名,P170|标签|创建者英文,P31|标签|实例英文,P571|标签|创作年,P17|标签|国家英文,P495|标签|原产国英文,P2048|标签|高度,P2049|标签|宽度,P195|标签|收藏英文,P276|标签|位置英文,P18|标签|图片英文,P921|标签|主要主题英文,P135|标签|运动英文,P1071|标签|创作地点英文,P88|标签|委托英文,P84|标签|建筑师英文,P149|标签|建筑风格英文,词频,页码,P859|标签|委托人/赞助人英文,P608|标签|展示地英文,T195|标签|收藏方英文,T9|标签|作者国籍英文,T6|标签|现存城市英文,T8|标签|作品属性英文
A426,194,第十五章,Copy of Annibale Carracci's Works,Copy of Annibale Carracci's Works,,,,Italy,,,,,,,,,,,,,,362,Carlo della Torre di Rezzonico,,,Italian,Venice,Painting
A427,196,第十五章,Copy of Raphael's Loggias,Copy of Raphael's Loggias,,,,Italy,,,,,,,,,,,,,,363,Carlo della Torre di Rezzonico,,,Italian,Venice,Painting
A428,209,第十五章,Daphnis and Chloe,Daphnis and Chloe,,,,,,,,,,,,,,,,,,370,,,,French,,Mythology
A429,249,第九章,"Divine Virtues, Faith, Hope, Charity and Wisdom","Divine Virtues, Faith, Hope, Charity and Wisdom",Giovanni Battista Tiepolo,,,Italy,,,,,,,,,,,,,,259,Pisani Family,Stella Country House,,Italian,Stra,Religious themes (Religious allegory)
A430,254,第九章,Drawings of Sagredo Family Members,Drawings of Sagredo Family Members,,,,,,,,,,,,,,,,,,266,Zaccaria Sagredo,,,Italian,,Portrait
A431,278,第十四章,Etchings of Oriental-style Heads,Etchings of Oriental-style Heads,Francesco Algarotti,,,,,,,,,,,,,,,,,536,,,,Italian,,Portrait
A432,279,第九章,Eteocles and Polynices,Eteocles and Polynices,Giovanni Battista Tiepolo,,,Austria,,,,,,,,,,,,,1,252,House of Dolfin,,,Italian,Vienna,Mythology (Ancient Greek mythology)
A433,285,第三章,Faith crushing Idolatry,Faith crushing Idolatry,,,,Italy,,,,,,,,,,,,,1,92,Society of Jesus,,,French,Rome,Religious themes (Religious allegory)
A434,304,第十二章,Foresteria,Foresteria,Giovanni Domenico Tiepolo,,,Italy,,,,,,,,,,,,,,329,,,,Italian,Vicenza,Daily life (Genre painting)
A435,346,第十章,Godolphin,Godolphin,,,,,,,,,,,,,,,,,,289,Owen McSwinny,,Duke of Richmond,Italian,,Portrait
A436,387,第十四章,Interior of the Pantheon,Interior of the Pantheon,Giovanni Paolo Panini,,,,,,,,,,,,,,,,,541,Bonomo Algarotti,Pantheon,,Italian,,Landscape
A437,389,第一章,Iris Appearing to Turnus,Iris Appearing to Turnus,Pier Francesco Mola,,,,,,,,,,,,,,,,,22,,,,Italian,,Mythology (Roman mythology)
A438,408,第一章,"Juno, Goddess of Air","Juno, Goddess of Air",Pier Francesco Mola,,,,,,,,,,,,,,,,,22,House of Pamphili,Valmontone Country House,,Italian,,Mythology (Roman mythology)
A439,523,第十章,Monument to the 1st Duke of Marlborough,Monument to the 1st Duke of Marlborough,,,,,,,,,,,,,,,,,,290,Owen Swiny,,Duke of Richmond,Italian,,History (Contemporary history)
A440,542,第十章,Musicians,Musicians,Marco Ricci,,,,,,,,,,,,,,,,,278,,,,Italian,,Genre painting
A441,550,第十四章,Neptune Fountain,Neptune Fountain,Giovanni Battista Tiepolo,,,,,,,,,,,,,,,,,535,Count Heinrich von Brühl,,,Italian,,Mythology (Roman mythology)
A442,556,第十四章,Newtonianismo cover illustration,Newtonianismo cover illustration,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,,538,,,Francesco Algarotti,Italian,,Daily life (Still life)
A443,559,第十五章,Oriental Customs,Oriental Customs,Bernard Picart,,,,,,,,,,,,,,,,,370,,,,French,,Genre painting
A444,568,第十二章,P. Carlo de Co: ti Lodoli Veneziano forse il Socrate Architetto,P. Carlo de Co: ti Lodoli Veneziano forse il Socrate Architetto,Alessandro Longhi,,,Italy,,,,,,,,,,,,,,319,Pietro Moschini,,Carlo Lodoli,Italian,Venice,Printmaking
A445,569,第七章,Paintings for the Church in Salamanca,Paintings for the Church in Salamanca,Giovanni Lanfranco,,,Spain,,,,,,,,,,,,,,177,Count of Monterrey,Salamanca Church,,Italian,Salamanca,Religious themes
A447,577,第十六章,Pastoral Landscape,Pastoral Landscape,Sebastiano Ricci,,,,,,,,,,,,,,,,,372,,,,Italian,,Nature themes (Landscape)
A448,644,第三章,Portrait of St. Francis Xavier,Portrait of St. Francis Xavier,Anthony van Dyck,,,Italy,,,,,,,,,,,,,,59,Society of Jesus,,,Flemish,Rome,Religious themes (Saints' lives)
A449,670,第十章,Pyrrhus and Demetrius,Pyrrhus and Demetrius,,,,,,,,,,,,,,,,,1,278,"Charles Montagu, Earl of Manchester",,,Italian,London,History (Ancient history)
A450,672,第八章,Queen Jezebel torn to pieces by Dogs,Queen Jezebel torn to pieces by Dogs,Luca Giordano,,,,,,,,,,,,,,,,1,214,Girolamo Durazzo,,,Italian,,Religious themes (Biblical stories)
A451,684,第七章,Religious Decorations at Whitehall,Religious Decorations at Whitehall,Benedetto Gennari,,,,,,,,,,,,,,,,,196,James II of England,Whitehall,,Italian,London,Religious themes
A452,690,,Ritratto con aistallo,Ritratto con aistallo,Gian Domenico Tiepolo,,,,,,,,,,,,,,,,1,262,,,,,,
A453,695,第十章,Ruins of the Church of the Cross,Ruins of the Church of the Cross,Bernardo Bellotto,,,Germany,,,,,,,,,,,,,,298,,,,Italian,Dresden,Landscape
A454,713,第六章,Scala Regia,Scala Regia,Gian Lorenzo Bernini,,,Vatican City,,,,,,,,,,,,,,151,Pope Alexander VII,Apostolic Palace,,Italian,Vatican City,Architecture
A455,718,第九章,Scenes from the Life of Scipio Africanus,Scenes from the Life of Scipio Africanus,Gregorio Lazzarini,,,,,,,,,,,,,,,,,250,Widmann Family,,,Italian,,History (Ancient history)
A456,720,第三章,Scenes of Christian Warfare,Scenes of Christian Warfare,,,,Italy,,,,,,,,,,,,,,127,Society of Jesus,Church of the Gesù,,French,Rome,Religious themes (History)
A457,721,第十七章,Scenes of Venetian Noble Life,Scenes of Venetian Noble Life,Pietro Longhi,,,Italy,,,,,,,,,,,,,,479,Teodoro Correr,,,Italian,Venice,Daily life (Genre painting)
A458,722,第七章,Sculptures for the Cathedral,Sculptures for the Cathedral,Giuliano Finelli,,,Italy,,,,,,,,,,,,,,177,Count of Monterrey,Cathedral of Naples,,Italian,Naples,Sculpture
A459,731,第十四章,Serapis,Serapis,Giovanni Battista Tiepolo,,,,,,,,,,,,,,,,,535,Francesco Algarotti,,,Italian,,Mythology (Ancient Egyptian mythology)
A460,736,第十五章,Series of Egyptian Figures,Series of Egyptian Figures,,,,Italy,,,,,,,,,,,,,,372,Angelo Querini,,,Ancient Egyptian,Padua,Sculpture
A461,737,第十五章,Series of Etruscan Phallic Symbols,Series of Etruscan Phallic Symbols,,,,Italy,,,,,,,,,,,,,,372,Angelo Querini,,,Etruscan,Padua,Sculpture
A462,780,第十四章,St. Peter's Basilica,St. Peter's Basilica,,,,Vatican City,,,,,,,,,,,,,,530,Popes of Rome,St. Peter's Basilica,,Italian,Rome,Architecture
A463,797,第六章,Statues for the Lateran Basilica,Statues for the Lateran Basilica,,,,Italy,,,,,,,,,,,,,,163,Pope Clement XI,Lateran basilica,,,Rome,Sculpture
A464,808,第五章,Tarantella Dancers,Tarantella Dancers,,,,,,,,,,,,,,,,,,126,,,,,,Daily life (Genre painting)
A465,841,第十章,The Baptism,The Baptism,,,,,,,,,,,,,,,,,1,280,,,,,,
A466,862,第十一章,The Continence of Scipio,The Continence of Scipio,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,,313,Johann Matthias von der Schulenburg,,,Italian,,History (Ancient history)
A467,908,第十一章,The Four Seasons,The Four Seasons,Rosalba Carriera,,,,,,,,,,,,,,,,,300,Augustus III of Poland,,,Italian,,Symbolism
A468,917,第十四章,The Hunt of Meleager,The Hunt of Meleager,Francesco Zuccarelli,,,,,,,,,,,,,,,,1,351,Francesco Algarotti,,,Italian,,Mythology (Ancient Greek mythology)
A469,951,第二章,The Power of Love,The Power of Love,Domenico Zampieri,,,,,,,,,,,,,,,,,66,Scipione Borghese,Cardinal Gallery,,Italian,,Symbolism
A470,959,第一章,The Rape of Ganymede,The Rape of Ganymede,Pier Francesco Mola,,,,,,,,,,,,,,,,,22,House of Pamphili,Country house in Valmontone,,Italian,,Mythology (Ancient Greek mythology)
A471,960,第二章,The Rape of Proserpina,The Rape of Proserpina,Giovanni da San Giovanni,,,,,,,,,,,,,,,,,73,Guido Bentivoglio,,,Italian,,Mythology (Roman mythology)
A472,971,第十一章,The Sacrifice of Iphigenia,The Sacrifice of Iphigenia,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,1,336,Johann Matthias von der Schulenburg,,,Italian,,History (Ancient history)
A473,987,第一章,The Virgin Giving the Habit to Saint Teresa,The Virgin Giving the Habit to Saint Teresa,Giovanni Francesco Barbieri,,,,,,,,,,,,,,,,,20,A monastery in Sicily,,,Italian,,Religious themes (Saints' lives)
A474,1014,第九章,Twelve Apostles,Twelve Apostles,Giuseppe Angeli,,,,,,,,,,,,,,,,,274,Flaminio Corner,,,Italian,,Religious themes (Biblical figures)
A475,1015,第十章,Twelve Watercolors of Venetian Women,Twelve Watercolors of Venetian Women,Rosalba Carriera,,,Denmark,,,,,,,,,,,,,,277,Frederick IV of Denmark,,,Italian,Copenhagen,Portrait
A476,1045,第十二章,Via Crucis,Via Crucis,Giovanni Domenico Tiepolo,,,Italy,,,,,,,,,,,,,,321,Church of San Polo,Church of San Polo,,Italian,Venice,Religious themes (Biblical stories)
A477,1071,第九章,War Scenes,War Scenes,Giacomo Borgognone,,,,,,,,,,,,,,,,,248,Niccolò Sagredo,,,Italian,,History (Ancient history)
A478,1077,第一章,Woman Playing Musical Instrument,Woman Playing Musical Instrument,Valentin de Boulogne,,,,,,,,,,,,,,,,,24,,,,French,,Daily life (Genre painting)
A479,1094,第一章,Zephyr Abducting Chloris,Zephyr Abducting Chloris,Pier Francesco Mola,,,,,,,,,,,,,,,,,22,House of Pamphili,Country house in Valmontone,,Italian,,Mythology (Roman mythology)
A481,1044,第七章,Escape from Egypt,Escape from Egypt,Carlo Dolci,,,United States,,,,,,,,,,,,,红变蓝,211,John Finch,,,Italian,New York,Mythology (Roman mythology)
