Refined_Formal_Name,Original-QID,Second-Query_QID,LLM-Fillin_QID,Second-Query_Label,Verification_Status
Maxwell White,Q1464780,,,Maxwell Hunter,
Mecklenburg,Q109057,Q37484532,,Mecklenburg,
Medici Villa of Poggio a Caiano,,,,,
Melchiorre Missirini,Q7002198,,,Melchiorre Missirini,
Mercury,Q613883,,,Mercury,
Mercury awaking Aeneas,,,,,
Messina,Q16876865,,,Messina,
Metropolitan Museum of Art,Q160236,,,Metropolitan Museum of Art,
Meyer Schapiro,Q533444,,,Meyer Schapiro,
Miani family,Q294861,,,Mian family of Baghbanpura,
Micco Spadaro,Q1170226,,,Domenico Gargiulo,
Michael Baxandall,Q741130,,,Michael Baxandall,
Michael Conforti,Q6829407,,,Michael Conforti,
Michael Jaffé,Q6831576,Q1928009,,Michael Jaffé,
Michael Levey,Q532695,,,Michael Levey,
Michel Dorigny,Q3309511,,,Michel Dorigny,
Michel Hoog,Q59525121,,,Michel Hoog,
Michel de Montaigne,Q41568,,,Michel de Montaigne,
Michelangelo,Q5592,,,Michelangelo,
Michelangelo Cerquozzi,Q979862,,,Michelangelo Cerquozzi,
Michelangelo Gualandi,Q19997569,,,Michelangelo Gualandi,
Michelangelo Morlaiter,Q3311262,,,Michelangelo Morlaiter,
Michelangelo Muraro,Q19997568,,,Michelangelo Muraro,
Michele Barbi,Q1668350,,,Michele Barbi,
Michele Battaglia,Q15731683,Q116753936,,Michele Battaglia,
Michele Giustiniani,Q16830739,,,Michele Giustiniani,
Michele Lauretano,,,,,
Michele Marieschi,Q2501578,,,Michele Marieschi,
Michele Peretti,Q26253783,,,Michele Peretti,
Michiel Sweerts,Q1342328,,,Michiel Sweerts,
Midas Washing at the Source of the Pactolus,Q19911476,,,Midas Washing at the Source of the Pactolus,
Miguel de Cervantes,Q5682,,,Miguel de Cervantes,
Miguel de Molinos,Q969234,,,Miguel de Molinos,
Miles de Noyers,Q3314096,,,Miles de Noyers,
Mina Pajes Merriman,,,,,
Minerva,Q126916,,,Minerva,
Minneapolis Institute of Art,Q1700481,,,Minneapolis Institute of Art,
Mira,Q48144,Q1936996,,Mira,
Mississippi Gallery,Q1192494,,,,
Mississippi River,Q1497,,,Mississippi River,
Modello,Q3859830,,,modello,
Modello for the Apotheosis of St Ignatius,,,,,
Modello for the Glory of St Aloysius Gonzaga,,,,,
Mogliano Veneto,Q48039,,,Mogliano Veneto,
Mola painting the portrait of Pope Alexander VII,,,,,
Mona Lisa,Q12418,,,Mona Lisa,
Monastery of San Paolo d'Argon,Q24885080,,,monastery of San Paolo d'Argon,
Mondovì,Q20188,,,Mondovì,
Mondovì Cathedral,Q2942719,,,Mondovì Cathedral,
Monsieur de Blainville,Q21476770,,,Monsieur de Blainville,
Monsieur de Saint-Sauveur,,,,,
Monsignor Olivieri,,,,,
Monsù Desiderio (François de Nomé / Didier Barra),Q3086279,,,Monsù Desiderio,
Monte Cassino,Q154372,,,Monte Cassino,
Montecchio,Q10842,,,Montecchio,
Montesquieu,Q15975,,,Montesquieu,
Monument to Doge Giovanni Pesaro,,,,,
Monument to Pope Gregory XV,,,,,
Monument to the 1st Duke of Marlborough,,,,,
Moor Park,Q3862780,Q6908050,,Moor Park,
Moravia,Q43266,,,Moravia,
Morosini family,Q2725875,,,House of Morosini,
Moses Striking the Rock,Q19911618,,,Moses Striking the Rock,
Moses Trampling on Pharaoh's Crown,,,,,
Moses Turning Aaron's Staff into a Serpent,Q19820177,,,Moses Turning Aaron's Staff into a Serpent,
Mostra dei Remondini,,,,,
Mostra del Tiepolo,,,,,
Mourners at Tomb of Francesco Algarotti in Pisa,,,,,
Mucius Scaevola at the Altar,Q21739401,,,,
Municipal Library,Q2326815,,,municipal library,
Murals at Windsor Castle,,,,,
Murals for the Vienna Residence,,,,,
Museo Correr,Q1470912,,,Museo Correr,
Museo Nazionale del Bargello,Q2947745,,,Museum of Orsanmichele,
Museo Nazionale di Palazzo Venezia,Q1954305,,,Museo di Palazzo Venezia,
Museo Storico Navale,Q1954326,,,Museo Storico Navale,
Museo del Prado,Q160112,,,Museo del Prado,
Museo dell'Opera del Duomo,Q1200696,Q3328407,,Museo dell'Opera del Duomo,
Museo della Torre di San Marco,,,,,
Museo di Capodimonte,Q290549,,,Museo di Capodimonte,
Museo di Roma,Q3868175,,,Museo di Roma,
Museum Boijmans Van Beuningen,Q679527,,,Museum Boijmans Van Beuningen,
Museum Studies,Q104843431,,,Museum Studies,
Musée Cognacq-Jay,Q1572452,,,Musée Cognacq-Jay,
Musée Jacquemart-André,Q1165526,,,Musée Jacquemart-André,
Muséum d'Orléans pour la biodiversité et l'environnement,Q15818198,,,Orléans Museum for biodiversity and environment,
Mythological Scene with the Rape of Proserpine,Q26713748,,,Mythological Scene with the Rape of Proserpine,
Nafpaktos,Q782278,,,Nafpaktos,
Naples,Q2634,,,Naples,
Napoleon,Q517,,,Napoleon,
Napoleonic government,,,,,
Narcissus,Q29465,,,Narcissus,
Narford Hall,Q17535467,,,Narford Hall,
Natale Fabrini,Q111601331,,,Natale Fabrini,
National Archaeological Museum,Q1352282,,,National Archaeological Museum,
National Gallery,Q180788,,,National Gallery,
National Gallery of Art,Q214867,,,National Gallery of Art,
National Gallery of Victoria,Q1464509,,,National Gallery of Victoria,
National Museum of Roman Art,Q3330685,,,National Museum of Roman Art,
National Portrait Gallery,Q238587,,,National Portrait Gallery,
Nationalism and art,Q6235,,,Nationalism,
Nationalmuseum,Q842858,,,Nationalmuseum,
Naudaeana,,,,,
Neil Maclaren,Q19997572,,,Neil Maclaren,
Nepotism in Rome,,,,,
Neptune,Q3954,,,Neptune,
Neptune Fountain,Q518380,,,Neptune fountain,
Neptune Paying Homage to Venice,Q47012750,,,,
Nero being shown the Corpse of Seneca,,,,,
Niccolò Bambini,Q1111424,,,Niccolò Bambini,
Niccolò Berrettoni,Q2406864,,,Niccolò Berrettoni,
Niccolò Cassana,Q3341172,,,Niccolò Cassana,
Niccolò Circignani,Q382762,,,Niccolò Circignani,
Niccolò Machiavelli,Q1399,,,Niccolò Machiavelli,
Niccolò Madrisio,Q86826517,,,Niccolò Madrisio,
Niccolò Maria Pallavicini,Q105105120,,,Niccolò Maria Pallavicini,
Niccolò Melanconici,,,,,
Niccolò Sagredo,Q1243577,,,Nicolò Sagredo,
Niccolò Simonelli,Q97072945,Q97072934,,Niccolò Simonelli,
Nicholas Stone,Q1985010,Q75956717,,Nicholas Stone,
Nicholas Turner,Q110243718,Q75874439,,Nicholas Turner,
Nicodemus Tessin the Elder,Q61188,,,Nicodemus Tessin the Elder,
Nicodemus Tessin the Younger,Q455143,,,Nicodemus Tessin the Younger,
Nicola Malinconico,Q1625828,,,Nicola Malinconico,
Nicola Mazzoni,Q21541997,,,Nicola Mazzoni,
Nicola Salvi,Q1986231,,,Nicola Salvi,
Nicola del Rosso,,,,,
Nicolas Fouquet,Q312794,,,Nicolas Fouquet,
Nicolas Malebranche,Q309818,,,Nicolas Malebranche,
Nicolas Poussin,Q41554,,,Nicolas Poussin,
Nicolas Powell,Q19754048,,,Nicolas Powell,
Nicolas Vleughels,Q3340864,,,Nicolas Vleughels,
Nicolas de Pigage,Q316227,,,Nicolas de Pigage,
Nicolas-Claude Fabri de Peiresc,Q440183,,,Nicolas-Claude Fabri de Peiresc,
Niels von Holst,Q55090064,,,Niels Guido Erhard von  Holst,
Nikolaus Pevsner,Q61682,,,Nikolaus Pevsner,
Nile Mosaic of Palestrina,Q1992219,,,Nile mosaic of Palestrina,
Noble Glacier,Q7045727,,,Noble Glacier,
Norah Smallwood,Q7050230,,,Norah Smallwood,
Norbert Wibiral,Q59529436,,,Norbert Wibiral,
Norfolk,Q23109,Q959951,,Norfolk,
North Carolina Museum of Art,Q1459878,,,North Carolina Museum of Art,
Northamptonshire,Q67311402,,,Northamptonshire,
Nymphenburg Palace,Q131631,,,Nymphenburg Palace,
Nymphenburg Palace Park,Q268492,,,Nymphenburg Palace Park,
"Odoardo Farnese, Duke of Parma",Q506507,,,Odoardo Farnese,
Odoardo Hillyer Giglioli,Q41872005,,,Odoardo Hillyer Giglioli,
Officium Beatae Mariae Virginis,,,,,
Olavo Redig de Campos,Q33189120,Q10340504,,Olavo Redig de Campos,
Old Man with a Pipe and Tobacco Pouch,Q112243515,,,old man with a pipe,
Old Woman with Glasses,Q120595010,,,Old woman with glasses,
Olimpia Aldobrandini,Q69885126,,,Olimpia Aldobrandini,
Olimpia Maidalchini,Q260170,,,Olimpia Maidalchini,
Oliver Millar,Q3350664,Q133014990,,Oliver Millar,
Onorato Gini,Q16658078,,,Onorato Nicoletti,
Opera in Rome,Q111598988,,,Operation Romeo (film),
Oratorians,Q103960433,,,Oratorians,
Oratorio,Q85477,,,oratorio,
Oratory,Q580499,,,oratory,
Oratory of Saint Philip Neri,Q247132,,,Oratory of Saint Philip Neri,
Oratory of Saints Cecilia and Valeriano,Q17013094,,,"oratory of Saints Cecilia and Valeriano, Bologna",
Oratory of San Girolamo,Q3884675,,,oratory of San Girolamo,
Oratory/Church of Santa Cecilia (Bologna),,,,,
Orazio Arrighi Landini,Q61472319,,,Orazio Arrighi Landini,
Orazio Gentileschi,Q367360,,,Orazio Gentileschi,
Orazio Grassi,Q1140569,,,Orazio Grassi,
Orazio Marinali,Q3355155,,,Orazio Marinali,
Orazio Marrini,Q104450699,,,Orazio Marrini,
Orazio Marucelli,,,,,
Orazio Riminaldi,Q3884935,,,Orazio Riminaldi,
Order of Friars Minor (Observants),Q913972,,,Order of Friars Minor,
Order of Friars Minor Capuchin,Q124862,,,Order of Friars Minor Capuchin,
Order of Saint Stephen,Q426575,,,Order of Saint Stephen,
Oriental Customs,,,,,
Oriental Heads,,,,,
Original proposals for reclaiming Prato della Valle,,,,,
Orlando Buonaccorsi,Q111738040,,,Orlando Buonaccorsi,
Ornella Osti,Q166562,,,Ornella Muti,
Oskar Pollak,Q89302,Q105642965,,Oskar Pollak,
Ospedale della Pietà,Q1816328,,,Ospedale della Pietà,
Ostia,Q1012797,,,Ostia,
Osvald Sirén,Q733791,,,Osvald Sirén,
Osvaldo Böhm Photograph Collection,,,,,
Ottaviano Prati,Q68910052,,,Ottaviano Prati,
Ottavio Bandini,Q2280239,,,Ottavio Bandini,
Ottavio Cocchi,Q98686978,,,Ottavio Cocchi,
Ottavio Leoni,Q389768,,,Ottavio Leoni,
Ottavio Novaroli,,,,,
Ottavio Vannini,Q3357742,,,Ottavio Vannini,
Ottavio del Rosso,Q68868278,,,Ottavio del Rosso,
Otto Kurz,Q7109692,,,Otto Kurz,
"Our Lady of the Assumption Cathedral, Elvas",Q10300347,,,"Our Lady of the Assumption Cathedral, Elvas",
Ovid,Q7198,,,Ovid,
Owen McSwiny,Q5102690,,,Owen Swiny,
"Où sont des pasteurs, des bergères et des moutons",,,,,
P. & D. Colnaghi & Co.,Q5147759,,,Colnaghi,
P. Carlo de' Conti Lodoli Veneziano forse il Socrate Architetto,Q601642,,,,
Pacecco De Rosa,Q1092358,,,Pacecco De Rosa,
Padovanino,Q103960703,,,Padovanino,
Padre Massimo,,,,,
Padua,Q617,,,Padua,
Paganino Gaudenzi,Q2046132,,,Paganino Gaudenzi,
Paintings for the Church in Salamanca,,,,,
Palace of Fontainebleau,Q201428,,,Palace of Fontainebleau,
Palace of Versailles,Q2946,,,Palace of Versailles,
Palais Liechtenstein (Vienna),Q2047082,,,Palais Liechtenstein,
Palatinate,Q326359,Q65028013,,Palatinate,
Palazzi Barbaro,Q2603961,,,Palazzi Barbaro,
Palazzo Altemps,Q1094986,,,Palazzo Altemps,
Palazzo Altieri,Q908759,,,Palazzo Altieri,
Palazzo Altieri (Oriolo Romano),Q24204873,,,Palazzo Altieri (Oriolo Romano),
Palazzo Balbi (Genoa),Q58405500,,,Palazzo Balbi,
Palazzo Barberini,Q1136614,,,Palazzo Barberini,
Palazzo Borghese,Q3889704,,,Palazzo Borghese,
Palazzo Buonaccorsi Art Collection,,,,,
Palazzo Buonaccorsi Gallery of Ancient Art,Q109732673,,,Palazzo Buonaccorsi Gallery of Ancient Art,
Palazzo Chiericati,Q729773,,,Palazzo Chiericati,
Palazzo Chigi-Odescalchi,Q3889852,,,Palazzo Chigi-Odescalchi,
Palazzo Cibo,Q3889880,,,Palazzo Colonna (Marino),
Palazzo Clerici,Q94998806,,,Palazzo Clerici,
Palazzo Colonna,Q1971299,Q106044567,,Palazzo Colonna,
Palazzo Contarini del Bovolo,Q1585745,,,Palazzo Contarini del Bovolo,
Palazzo Doria-Pamphilj (Valmontone),Q16586138,,,Palazzo Doria-Pamphilj,
Palazzo Ducale (Mantua),Q1267721,,,Palazzo Ducale,
Palazzo Farnese,Q848386,Q2560897,,Palazzo Farnese,
Palazzo Foscarini,Q124024161,,,Palazzo Foscarini,
Palazzo Foscarini (Venice),Q124024161,,,Palazzo Foscarini,
Palazzo Foscarini ai Carmini,Q3890133,,,Palazzo Foscarini ai Carmini (Venice),
Palazzo Gondi,Q1083014,,,Palazzo Gondi,
Palazzo Litta,Q732658,,,Palazzo Litta,
Palazzo Loredan,Q16586218,,,Palazzo Loredan Cini,
Palazzo Manin,Q124029132,,,Palazzo Manin,
Palazzo Marucelli,Q3890107,,,Palazzo Fenzi,
Palazzo Marucelli-Fenzi,Q3890107,,,Palazzo Fenzi,
Palazzo Medici Riccardi,Q911047,,,Palazzo Medici Riccardi,
Palazzo Montanari,Q3757774,,,"Palazzo Leoni Montanari, Vicenza",
Palazzo Morosini,Q17638074,,,Palazzo Morosini Brandolin,
Palazzo Pallavicini-Rospigliosi,Q1817132,,,Palazzo Pallavicini-Rospigliosi,
Palazzo Pamphilj (Piazza Navona),Q2047593,,,Palazzo Pamphilj,
Palazzo Pepoli,Q28772011,,,Palazzo Pepoli,
Palazzo Pisani,Q55166916,,,Palazzo Pisani,
Palazzo Pitti,Q29286,,,Palazzo Pitti,
Palazzo Reale,Q3890742,Q426339,,Royal Palace of Naples,
Palazzo Sandi,Q18763351,,,Sandi Palace,
Palazzo Schifanoia,Q1276962,,,Palazzo Schifanoia,
Palazzo Taddeo,,,,,
Palazzo Taverna (Monte Giordano),Q25295856,,,Palazzo Taverna,
Palazzo Venezia,Q1123879,Q1228270,,Palazzo Venezia,
Palazzo Widmann,Q21198018,,,Palais Widmann,
Palazzo Zenobio,,,,,
Palazzo dei Conservatori,Q64103,,,Palazzo dei Conservatori,
Palazzo della Cancelleria,Q2031943,,,Palazzo della Cancelleria,
Palazzo della Ragione,Q2517428,Q3361361,,Palazzo della Ragione,
Palazzo di Spagna (Embassy of Spain),Q9054484,,,Palazzo di Spagna,
Palazzolo dello Stella,Q53301,,,Palazzolo dello Stella,
Palestrina,Q30028551,Q368944,,Palestrina,
Pallas Athena,Q3610098,Q37122,,Athena,
Palma il Giovane,Q651795,,,Palma il Giovane,
Pan,Q132582,Q80174,,Pan,
Pan Subdued by Cupid,Q65077262,,,Pan Subdued by Cupid (from a painting by Carracci) and Triumph of Bacchus (from a painting by Pietro da Cortona),
Pan and Syrinx,Q55412120,Q111645387,,Pan and Syrinx,
Pantheon (Santa Maria ad Martyres),Q1749372,,,Pantheon,
"Pantheon, Rome",Q110705472,,,"Pantheon, Rome",
Paola Berselli Ambri,,,,,
Paola Zambelli,Q5936529,,,Paola Zambelli,
Paola della Pergola,Q56682517,,,Paola della Pergola,
Paolo Battista Balbi,Q105635223,,,Paolo Battista Balbi,
Paolo Emilio Sfondrati,Q2518867,,,Paolo Emilio Sfondrati,
Paolo Farinati,Q367287,,,Paolo Farinati,
Paolo Gerolamo Piola,Q3894101,,,Paolo Gerolamo Piola,
Paolo Giordano I Orsini,Q519364,,,Paolo Giordano I Orsini,
Paolo Giordano II Orsini,Q21640069,,,Paolo Giordano Orsini II,
Paolo Giordano Orsini,Q21640069,,,Paolo Giordano Orsini II,
Paolo Guidotti,Q3894144,,,Paolo Guidotti,
Paolo Maccarani,,,,,
Paolo Maria Paciaudi,Q3362645,,,Paolo Maria Paciaudi,
Paolo Negri,Q3894305,,,Paolo Negri,
Paolo Portoghesi,Q176938,,,Paolo Portoghesi,
Paolo Renier,Q663054,,,Paolo Renier,
Paolo Veronese,Q9440,,,Paolo Veronese,
Paolo de Matteis,Q1851224,,,Paolo de Matteis,
Papal States,Q170174,,,Papal States,
Paris Bordone,Q366081,,,Paris Bordone,
Parma Cathedral,Q1287889,,,Parma Cathedral,
Parmigianino,Q9348,,,Parmigianino,
Parnassus,Q3225258,,,Parnassus,
Passariano,Q3368209,,,Passariano,
Pastoral Landscape,Q28060596,,,Pastoral landscape,
Patriarchal Seminary of Venice,Q105988819,,,Patriarchal Seminary of Venice,
Patron-artist relationship,,,,,
Patronage by professional classes,Q265939,,,Patronage,
Patronage by religious orders,Q265939,,,Patronage,
Paul Bril,Q540753,,,Paul Bril,
Paul Dudon,Q54863770,,,Paul Dudon,
Paul Fréart de Chantelou,Q3371258,,,Paul Fréart de Chantelou,
Paul Hazard,Q462281,,,Paul Hazard,
Paul Heilbronner,Q19754066,,,Paul Laporte,
Paul V,Q132711,,,Paul V,
Paul V (Camillo Borghese),Q132711,,,Paul V,
Paul Valéry,Q200639,,,Paul Valéry,
Pedro Berruguete,Q561783,,,Pedro Berruguete,
Pellegrino Antonio Orlandi,Q947577,,,Pellegrino Antonio Orlandi,
Pellegrino Peri,Q78288195,,,Teresa Pellegrino,
Pellegrino de' Rossi,Q673256,,,Pellegrino Rossi,
Peloponnese,Q78967,,,Peloponnese,
Pendentive Frescoes of the Church of the Gesù,,,,,
Per Bjurström,Q5577315,,,Per Bjurström,
Perino del Vaga,Q918778,,,Perino del Vaga,
Perseus and Andromeda,Q3900153,,,Perseus and Andromeda,
Perseus with the Head of Medusa,Q599034,,,Perseus with the Head of Medusa,
Peter Anthony Motteux,Q3382857,,,Peter Anthony Motteux,
Peter Calvocoressi,Q1364666,,,Peter Calvocoressi,
Peter Lely,Q161336,,,Peter Lely,
Peter Moores,Q7175941,,,Peter Moores,
Peter P. Rohrlach,Q107603224,,,Peter P. Rohrlach,
Peter Paul Rubens,Q5599,,,Peter Paul Rubens,
Peter Strudel,Q321520,,,Peter Strudel,
Peter de Witte,Q315803,Q7177906,,Peter de Witte II,
Peter van Bleeck,Q2079286,,,Peter van Bleeck,
Petit Palais,Q820892,,,Petit Palais,
Petrarch,Q1401,,,Petrarch,
Phidias,Q177302,,,Phidias,
Philadelphia Museum of Art,Q510324,Q114245540,,Philadelphia Museum of Art Union,
Philip Hofer,Q19754076,,,Philip Hofer,
Philip II of Spain,Q34417,,,Philip II of Spain,
Philip III of Spain,Q34464,,,Philip III of Spain,
Philip IV of Spain,Q691402,,,Philip IV of Spain,
Philip Skippon,Q646271,,,Philip Skippon,
"Philip Stanhope, 4th Earl of Chesterfield",Q332487,,,"Philip Stanhope, 4th Earl of Chesterfield",
Philip V of Spain,Q170467,,,Philip V of Spain,
"Philippe II, Duke of Orléans",Q155596,,,"Philippe, Duke of Orléans",
Philippe Tamizey de Larroque,Q3380754,,,Philippe Tamizey de Larroque,
Philippe Zygodon,,,,,
Philippe de Champaigne,Q314814,,,Philippe de Champaigne,
Philips Wouwerman,Q454671,,,Philips Wouwerman,
Phocion,Q175942,Q121842052,,Phocion,
Piazza Navona,Q463400,,,Piazza Navona,
Piazza San Marco,Q217527,,,Piazza San Marco,
Piazza del Duomo,Q51150,Q51108,,piazza del Duomo,
Piazza della Santissima Annunziata,Q866192,,,piazza della Santissima Annunziata,
Piazza della Signoria,Q849846,,,piazza della Signoria,
Piazza di Spagna,Q15124814,,,Piazza di Spagna,
Piazzetta San Marco,Q10510932,,,Piazzetta San Marco,
Piccadilly,Q1124023,,,Piccadilly,
Pier Alessandro Paravia,Q3902828,,,Pier Alessandro Paravia,
Pier Donato Cesi,Q1772401,,,Pier Donato Cesi,
Pier Francesco Mola,Q1192715,,,Pier Francesco Mola,
Pier Leone Ghezzi,Q429072,,,Pier Leone Ghezzi,
Pier Paolo Olivieri,Q19569719,,,Pier Paolo Olivieri,
Piero Contarini,Q108325223,,,Piero Contarini,
Piero Misciattelli,Q52156398,,,Piero Misciattelli,
Pierre Clément,Q22970617,Q118111738,,Pierre Clément,
Pierre Crozat,Q2007354,,,Pierre Crozat,
Pierre Le Gros the Younger,Q2093685,,,Pierre Le Gros the Younger,
Pierre Legros the Younger,Q2093685,,,Pierre Le Gros the Younger,
Pierre Louis Maupertuis,Q164374,,,Pierre-Louis Moreau de Maupertuis,
Pierre Motteux and his Family,,,,,
Pierre Puget,Q371979,,,Pierre Puget,
Pierre Rosenberg,Q966176,,,Pierre Rosenberg,
Pierre Subleyras,Q464898,,,Pierre Subleyras,
Pierre de Lattre,Q110842672,,,Pierre de Lattre,
Pierre de Nolhac,Q3387652,,,Pierre de Nolhac,
Pierre du Colombier,Q18221983,,,Pierre du Colombier,
Pierre-Jean Grosley,Q1530909,,,Pierre-Jean Grosley,
Pierre-Jean Mariette,Q322341,,,Pierre-Jean Mariette,
Pierre-Étienne Monnot,Q3383614,,,Pierre-Étienne Monnot,
Pieter Mulier the Younger,Q666337,,,Pieter Mulier,
Pieter van Laer,Q576907,,,Pieter van Laer,
Pietro Acotanto,Q3903621,,,Pietro Acotanto,
Pietro Aldobrandini,Q691894,,,Pietro Aldobrandini,
Pietro Antonio Novelli,Q1718478,Q2374666,,Pietro Antonio Novelli,
Pietro Antonio Toni,,,,,
Pietro Antonio Zaguri,Q3903649,,,Pietro Antonio Zaguri,
Pietro Aretino,Q296272,,,Pietro Aretino,
Pietro Barbarigo,Q107565971,Q3903674,,Pietro Barbarigo,
Pietro Basadonna,Q3388084,,,Pietro Basadonna,
Pietro Bellotti,Q1111180,Q3903693,,Pietro Bellotti,
Pietro Bernini,Q712397,,,Pietro Bernini,
Pietro Bracci,Q1111180,,,Pietro Bracci,
Pietro Brandolese,Q59526497,,,Pietro Brandolese,
Pietro Contarini,Q86677446,,,Pietro Contarini,
Pietro Dandini,Q3382675,,,Pietro Dandini,
Pietro Edwards,Q3903848,,,Pietro Edwards,
Pietro Ercole Gherardi,Q55228133,,,Pietro Ercole Gherardi,
Pietro Foscarini,Q111034861,,,Pietro Foscarini,
Pietro Francavilla,Q1367872,,,Pietro Francavilla,
Pietro Giannone,Q1379553,,,Pietro Giannone,
Pietro Gradenigo,Q108867130,Q723300,,Pietro Gradenigo,
Pietro Grimani,Q786457,,,Pietro Grimani,
Pietro Guarienti,Q3388136,,,Pietro Guarienti,
Pietro Liberi,Q979467,,,Pietro Liberi,
Pietro Ligari,Q3904001,,,Giovanni Pietro Ligario,
Pietro Longhi,Q447058,,,Pietro Longhi,
Pietro Loredan,Q1368089,,,Pietro Loredan,
Pietro Magni,Q1173642,,,Pietro Magni,
Pietro Martire Bagutti,Q55225229,,,Pietro Martire Bagutti,
Pietro Metastasio,Q29473,,,Pietro Metastasio,
Pietro Monaco,Q30888067,,,Pietro Monaco,
Pietro Moscheni,Q957672,,,Pietro Mocenigo,
Pietro Moschini,Q112476182,,,Pietro Moschini,
Pietro Negri,Q16590471,,,Pietro Negri,
Pietro Novelli,Q1394894,,,Pietro Novelli,
Pietro Ottoboni,Q725737,,,Pietro Ottoboni,
Pietro Paltronieri,Q7193012,,,Pietro Paltronieri,
Pietro Paolini,Q774078,,,Pietro Paolini,
Pietro Paolo Crescenzi,Q585835,,,Pier Paolo Crescenzi,
Pietro Paolo Olivieri,Q19569719,,,Pier Paolo Olivieri,
Pietro Perugino,Q5827,,,Pietro Perugino,
Pietro Pirri,Q19754087,,,Pietro Pirri,
Pietro Romano,Q85820871,Q133280575,,Pietro Romano,
Pietro Rotari,Q1361950,,,Pietro Rotari,
Pietro Santi Bartoli,Q1106798,,,Pietro Santi Bartoli,
Pietro Tacca,Q1350673,,,Pietro Tacca,
Pietro Tacchi Venturi,Q7193040,,,Pietro Tacchi Venturi,
Pietro Testa,Q2155480,,,Pietro Testa,
Pietro Verri,Q550318,,,Pietro Verri,
Pietro Visconti,Q127230626,,,Pietro Visconti,
Pietro Zuccoli,,,,,
Pietro da Cortona,Q333323,,,Pietro da Cortona,
Pietro de' Pietri,Q3903654,,,Pietro da Pietri,
Pietro della Vecchia,Q1529806,,,Pietro della Vecchia,
Pietà,Q3904404,,,Pietà,
Pietà (Cosmè Tura),Q48808515,Q3904404,,Pietà,
Pilgrimage Church,Q20064854,,,pilgrimage church,
Pinacoteca Nazionale di Bologna,Q1103550,,,Pinacoteca Nazionale di Bologna,
Pinacoteca Nazionale di Lucca,,,,,
Pinacoteca Vaticana,Q774940,,,Pinacoteca Vaticana,
Pinacoteca di Brera,Q150066,,,Pinacoteca di Brera,
Pincian Hill,Q550215,,,Pincian Hill,
Pio Pecchiai,Q89181633,,,Pio Pecchiai,
Pisanello,Q311082,,,Pisanello,
Pius V,Q131945,,,Pius V,
Pliny the Elder,Q82778,,,Pliny the Elder,
Plutarch,Q41523,Q3906811,,Plutarch,
Plzeň,Q43453,,,Plzeň,
Poggio a Caiano,Q20387,,,Poggio a Caiano,
Polidoro da Caravaggio,Q964822,,,Polidoro da Caravaggio,
Polynices,Q334817,,,Polynices,
Polyxena,Q750236,Q10350964,,Polyxena,
Pomarance,Q103201,,,Pomarance,
Pompeii,Q43332,,,Pompeii,
Pompeo Batoni,Q505613,,,Pompeo Batoni,
Pompeo Litta Biumi,Q3907875,Q112115761,,Pompeo Litta Biumi,
Pompeo Marino Molmenti,Q3907877,,,Pompeo Marino Molmenti,
Pont Neuf,Q335277,,,Pont Neuf,
Ponte Sant'Angelo,Q870476,,,Ponte Sant'Angelo,
Ponte dei Bareteri,Q5041,,,Ponte dei Bareteri,
Pontifical Academy of Fine Arts and Letters of the Virtuosi al Pantheon,Q610627,,,Pontifical Academy of Fine Arts and Letters of the Virtuosi al Pantheon,
