Refined_Formal_Name,Original_Entry,Refined_Category,Status/Notes
Hélène Adhémar,Hélène Adhémar,Person,[Validation] 艺术史学家 (Watteau)。
Ida Treat,Ida Treat,Person,[Validation] 作家。
Idyll,Idyll,Work/Concept,[Validation] 文学/绘画体裁。
Ignazio Hugford,Ignazio Enrico Hugford,Person,[Validation] 佛罗伦萨画家/收藏家。
Il Frappatore,Il Frappatore,Work,[Validation] 可能是戏剧或绘画作品名称。
Il Pomarancio,Pomerancio,Person,"可指 Niccolò Circignani, Antonio Circignani 或 Cristoforo Roncalli。需结合语境。"
Il filosofo inglese,Il filosofo inglese,Work,[Validation] 哥尔多尼的戏剧。
Ilaria Toesca,Ilaria Toesca,Person,[Validation] 艺术史学家。
Illustrated books,Illustrated books,Concept/Work,[Validation] 书籍类型。
"Illustration for ""Newtonianismo per le dame""",Newtonianismo cover illustration,Work,[Category Fix] 阿尔加罗蒂著作的封面插图。
Illustrations for De Bello Belgico,Illustrations for De Bello Belgico,Work,[Validation] Famiano Strada 书籍的插图。
Illustrations for Latin Poems,Illustrations for Latin Poems,Work,[Validation] 可能是 Barberini 的诗集插图。
Images of Palladian Architecture,Images of Palladian Architecture,Work,[Validation] 可能是书籍或版画集。
Imaginary Tomb of the Duke of Devonshire,Imaginary Tomb of the Duke of Devonshire,Work,[Validation] Ricci/Pittoni 画作 (Tombeaux des Princes)。
Imago Primi Saeculi Societatis Jesu,Imago Primi Saeculi,Work,[Validation] 耶稣会书籍。
Indecency and the erotic,Indecency and the erotic,Concept,[Validation] 艺术史议题。
Indecency in art,Indecency in art,Concept,[Validation] 艺术史议题。
Influence of late 17th-century wars on art patronage,Wars of late 17th century...,Concept,[Category Fix] 历史/艺术史概念。
Inigo Jones,Inigo Jones,Person,[Validation] 英国建筑师。
Innocent X,"Giovanni Battista Pamphilj | Innocent X, Pope | Pamfili, Gianbattista (Pope Innocent X)",Person,[Disambiguation] 教皇英诺森十世。 | [Validation] 教皇。 | 教皇英诺森十世。
Innocent XI,"Odescalchi, Benedetto (Pope Innocent XI) | Pope Innocent XI",Person,教皇英诺森十一世（Odescalchi家族）。
Innocent XII,"Innocent XII, Pope | Pignatelli, Antonio (Pope Innocent XII)",Person,[Validation] 教皇。 | 教皇英诺森十二世。
Innocent XIII,"Conti, Michaelangelo (Pope Innocent XIII) | Innocent XIII",Person,[Disambiguation] 教皇英诺森十三世。 | [Validation] 教皇。
Innocenzo (Artist/Person),Innocenzo,Person,[Ambiguity] 可能是 Innocenzo da Imola 或其他。需上下文。
Innocenzo della Lena,"Lena, Innocenzo della",Person,[Reconstruction] 威尼斯作家。
Inquisitori di Stato,Venice-Inquisitori di Stato | Venice-Inquisiwri,Organization,"[Category Fix] 威尼斯国家裁判官。 | [OCR Fix] ""Inquisiwri"" -> ""Inquisitori""。"
Institutum Romanum Finlandiae,Institutum Romanum Finlandiae,Organization,[Category Fix] 原文误标为 Place。芬兰罗马研究所 (Villa Lante)。
Interior of Sant'Andrea al Quirinale,Interior of S. Andrea al Quirinale,Work,[Validation] 画作/版画主题 (Panini等)。
Interior of the Pantheon,Interior of the Pantheon,Work,[Validation] 画作/版画主题 (Panini等)。
Iphigenia,Iphigenia,Person (Myth),[Validation] 神话人物。
Ippolito Aldobrandini (Clement VIII),Ippolito Aldobrandini,Person,[Disambiguation] 教皇克莱门特八世 (俗名)。也有可能是 Ippolito Aldobrandini (Cardinal)。
Ippolito Bentivoglio,"Bentivoglio, Ippotilo | Ippolito Bentivoglio",Person,"[OCR Fix] 修正 ""Ippotilo"" 为 ""Ippolito""。 | [Validation] 费拉拉贵族/剧作家。"
Ippolito Bevilacqua,Ippolito Bevilacqua,Person,[Validation] 贵族。
Iris,Iris,Person (Myth),[Validation] 彩虹女神。
Iris Appearing to Turnus,Iris Appearing to Turnus,Work,[Validation] 绘画主题。
Irma B. Jaffe,Irma Jaffe,Person,[Validation] 艺术史学家。
Irving Lavin,Irving Lavin,Person,[Validation] 艺术史学家 (Bernini)。
Isaac,Isaac,Person,[Validation] 圣经人物。
Isaac Newton,Isaac Newton,Person,[Validation] 牛顿。
Isabella Teotochi Albrizzi,Isabella Teotochi Albrizzi,Person,[Validation] 威尼斯作家/沙龙女主人。
Isabella d'Este,"Este, Isabella d'",Person,[Reconstruction] 文艺复兴赞助人。
Isabella de' Medici,"Isabella de' Medici | Medici, Isabella de' (Duchess of Bracciano)",Person,[Validation] 美第奇家族成员。
Isaiah,Isaiah,Person,[Validation] 先知。
Ischia,Ischia,Place,[Validation] 岛屿。
Isidoro Bianchi,Isidoro Bianchi,Person,[Validation] 伦巴第画家/灰泥艺术家。
Isis,Isis,Person (Myth),[Validation] 女神。
Italian Enlightenment,Enlightenment in Italy,Concept,[Validation] 历史时期/运动。
Italo Faldi,Italo Faldi,Person,[Validation] 艺术史学家/博物馆馆长。
J. A. F. Orbaan,Johannes Albertus Franciscus Orbaan,Person,[Validation] 艺术史学家 (Sixtine Rome)。
J. Paul Getty Museum,J. Paul Getty Museum,Place/Organization,[Validation] 博物馆。
Jacob,Jacob,Person,[Validation] 圣经人物。
Jacob Hess,Jacob Hess,Person,[Validation] 艺术史学家 (Tassi/Passeri)。
Jacob Wrestling with the Angel,Jacob and the Angel,Work,[Validation] 绘画主题。
Jacob and Rachel,Jacob and Rachel,Work,[Validation] 绘画主题。
Jacob's Ladder,Jacob's Ladder,Work,[Validation] 绘画主题。
Jacopo Amigoni,Jacopo Amigoni,Person,[Validation] 威尼斯洛可可画家。
Jacopo Bassano,"Bassano, Jacopo",Person,[Reconstruction] 威尼斯画家。
Jacopo Facciolati,"Facciolati, Abate | Jacopo Facciolati",Person,[Reconstruction] 帕多瓦学者/语言学家。 | [Validation] 帕多瓦语文学家。
Jacopo Guarana,"Guarana, Giacomo | Jacopo Guarana",Person,[Validation] 威尼斯画家。
Jacopo Morelli,"Iacopo Morelli | Morelli, Jacopo",Person,[Validation] 圣马可图书馆馆长。 | 著名的圣马可图书馆馆长。
Jacopo Pedozzi,"Jacopo Pedozzi | Pedozzi, Padre Jacopo",Person,[Validation] 灰泥艺术家 (18世纪)。
Jacopo Salviati,"Jacopo Salviati, I duca di Giuliano",Person,[Validation] 贵族。
Jacopo Sansovino,Jacopo Sansovino,Person,[Validation] 建筑师/雕塑家。
Jacopo Tintoretto,Tintoretto,Person,丁托列托。
Jacques Callot,Jacques Callot,Person,[Validation] 版画家。
Jacques Courtois (Il Borgognone),"Borgognone, Giacomo (Jacques Courtois) | Jacques Courtois",Person,[Disambiguation] 雅克·库尔图瓦 (战斗画家)。 | [Validation] 画家。
Jacques Duyvelant,"Duyvelant, Jacques | Jacques Duyvdant",Person,[Reconstruction] 佛兰芒画家。 | [Validation] 17世纪佛兰芒画家 (Antwerp)。
Jacques Thuillier,Jacques Thuillier,Person,[Validation] 艺术史学家。
Jacques Tubeuf,Jacques Tubeuf,Person,[Validation] 收藏家 (Poussin赞助人)。
Jacques and Guillaume Courtois,"Cortese, Giacomo and Guglielmo | Courtois, Jacques and Guillaume",Group,[Split Required] 兄弟画家 (Il Borgognone)。 | [Validation] 兄弟画家。
Jacques-Bénigne Bossuet,"Bossuet, Jacques-Bénigne | Jacques Bénigne Bossuet",Person,[Reconstruction] 法国主教/布道家。 | [Validation] 主教/作家。
Jael,Jael,Person,[Validation] 圣经人物。
Jael and Sisera,Jael Hammering a nail into Sisera,Work,[Validation] 绘画主题。
Jakob Christoph Le Blon,"Jacob Christoph Le Blon | LeBlon, Jakob Christoffel",Person,[Validation] 德国/法国版画家。 | [Validation] 版画家 (彩色版画发明者)。
James Adam,James Adam,Person,[Validation] 建筑师 (Robert Adam之弟)。
James Altham,James Altham,Person,[Validation] 英国人物 (可能指 Sir James Altham 或后代)。
"James Brydges, 1st Duke of Chandos","Chandos, James Brydges, 1st Duke of | James Brydges",Person,[Validation] 贵族/赞助人。
James Byam Shaw,James Byam Shaw | John Byam Lister Shaw,Person,[Correction] 可能是混淆了 John Byam Shaw (画家) 和 James Byam Shaw (艺术史学家)。上下文多为艺术史，James Byam Shaw 是威尼斯画派素描专家。 | [Validation] 艺术史学家 (Venetian drawings)。
James C. Davis,James Curran Davis,Person,[Validation] 历史学家 (A Venetian Family)。
James Francis Edward Stuart,"James Francis Edward Stuart, Prince of Wales | James III of England",Person,[Disambiguation] 老僭王 (自称詹姆斯三世)。 | [Validation] 老僭王。
James Gibbs,Jacob Ghibbesio,Person,[Disambiguation] 詹姆斯·吉布斯。
James Gibbs (Jacopo Ghibbesio),"Ghibbesio, Jacopo",Person,[Disambiguation] 詹姆斯·吉布斯 (苏格兰建筑师，曾用意大利名)。
James II of England,James II of England,Person,[Validation] 英国国王。
James S. Ackerman,James Ackerman,Person,[Validation] 建筑史学家 (Palladio/Michelangelo)。
James Thornhill,James Thornhill,Person,[Validation] 英国巴洛克画家。
James Wyatt,James Wyatt,Person,[Validation] 英国建筑师。
Jan Baptist de Wael,"Jan Baptist de Wael | Wael, Jean-Baptiste de",Person,[Validation] 佛兰芒画家/版画家。 | 佛兰芒画家。
Jan Białostocki,Jan Bialostocki,Person,[Validation] 艺术史学家。
Jan Both,Jan Both,Person,[Validation] 荷兰风景画家。
Jan Brueghel the Elder,"Breughel, Velvet",Person,"[Disambiguation] 绰号 ""Velvet Brueghel"" (绒毛布鲁盖尔)。"
Jan Dubravius,"Skala, Giovanni Dubravio",Person,(Giovanni Dubravio Skala) 历史学家/主教。
Jan Miel,Jan Miel,Person,[Validation] 佛兰芒画家。
Jan Weenix,Jan Weenix,Person,[Validation] 荷兰静物/风景画家。
Jan van den Eynde,"Jan van den Eynde | Vandeneynde, Jan | den Einden, Jan van",Person,[Validation] 那不勒斯佛兰芒商人/收藏家 (Ferdinand van den Eynde的兄弟/亲戚)。 | 佛兰芒建筑师/商人，活跃于那不勒斯。 | 佛罗伦萨/那不勒斯富商/收藏家。
Jan van den Hecke,Jan van den Hecke,Person,[Validation] 佛兰芒画家。
Jane Costello,Jane Costello,Person,[Validation] 艺术史学家。
Jean Alazard,Jean Alazard,Person,[Validation] 艺术史学家。
Jean Delumeau,Jean Léon Marie Delumeau,Person,[Validation] 历史学家。
Jean Dughet,Jean Dughet,Person,[Validation] 普桑的内弟/版画家。
Jean Huber,Jean Huber,Person,[Validation] 瑞士画家 (Voltaire肖像)。
Jean Lemaire (Lemaire-Poussin),"Lemaire, Jean",Person,[Validation] 法国画家。
Jean-Antoine Houdon,Jean-Antoine Houdon,Person,[Validation] 新古典主义雕塑家。
Jean-Antoine Nollet,"Jean-Antoine Nollet | Nollet, Abb谷",Person,"[OCR Fix] ""Abb谷"" -> ""Abbé""。物理学家。 | [Validation] 物理学家 (Abbé Nollet)。"
Jean-Antoine Watteau,"Jean Antoine Watteau | Watteau, Antoine",Person,[Validation] 法国画家。 | 华托。
Jean-Baptiste Bouchardon,Jean Baptiste Bouchardon,Person,[Validation] 雕塑家 (Edmé的父亲)。
Jean-Baptiste Colbert,Jean-Baptiste Colbert,Person,[Validation] 路易十四的大臣。
Jean-Baptiste Théodon,"Jean-Baptiste Théodon | Th谷odon, Jean Baptiste",Person,"[OCR Fix] ""Th谷odon"" -> ""Théodon""。法国雕塑家。 | [Validation] 法国雕塑家。"
Jean-Baptiste Vanmour,Jean Baptiste Vanmour,Person,[Validation] 法国画家 (东方主义)。
Jean-Baptiste van Mour,"Mour, Jean-Baptiste Van",Person,以描绘奥斯曼帝国风情著称的画家。
Jean-Baptiste-Siméon Chardin,"Chardin, Jean Baptiste Siméon | Jean-Baptiste-Siméon Chardin",Person,[Validation] 法国画家。
Jean-Claude Richard de Saint-Non,"Saint-Non, Abb谷 de",Person,"[OCR Fix] ""Abb谷"" -> ""Abbé""。著名的艺术赞助人和版画家。"
Jean-François Millet,"Jean-Fran?ois Millet | Millet, Jean-Fran?ois",Person,"[OCR Fix] ""?"" -> ""ç""。 | [OCR Fix] 乱码修复 ""?ois"" -> ""çois""。"
Jean-François de La Harpe,Jean-Fran?ois de La Harpe | La Harpe,Person,"[Disambiguation] 评论家。 | [OCR Fix] ""?"" -> ""ç""。"
Jean-François de Troy,Jean-Fran?ois de Troy,Person,"[OCR Fix] ""?"" -> ""ç""。"
Jean-Honoré Fragonard,"Fragonard, Jean Honoré | Jean-Honoré Fragonard",Person,[Reconstruction] 法国画家。 | [Validation] 法国画家。
Jean-Hugues Taraval,Jean-Hugues Taraval,Person,[Validation] 法国画家。
Jean-Jacques Bouchard,Jean-Jacques Bouchard,Person,[Validation] 17世纪法国日记作者 (罗马生活)。
Jean-Jacques Rousseau,Jean Jacques Rousseau,Person,[Validation] 哲学家。
Jeffrey Daniels,Jeffrey Daniels,Person,[Validation] 艺术史学家 (Sebastiano Ricci)。
Jennifer Montagu,"Jennifer Ellis Rachel Montagu | Montagu, Jennifer",Person,[Validation] 艺术史学家。 | 现代著名艺术史学家（巴洛克雕塑权威）。
Jenny Adam,Jenny Adam,Person,[Check Original] 可能是 Robert Adam 的妹妹 Janet (Jenny)?
Jeremiah,Jeremiah,Person,[Validation] 先知。
Jerome Bankes,Jerome Bankes | Jerome Bankes (1635/36-1686),Person,[Category Fix] 原文误标为 Man-Made Object。 | [Validation] 英国旅行者/赞助人。
Jerónimo Nadal,"Jeroni Nadal | Nadal, Jerome",Person,(Jerome Nadal) 耶稣会神学家，反宗教改革图像学重要人物。 | [Validation] 耶稣会士 (Nadal's Gospel Illustrations)。
Jerónimos Monastery,Monastery of Jeronymites,Place,热罗尼莫斯修道院。
Jesuit Archives,Jesuit Archives,Place/Organization,[Validation] 档案机构。
Jesuit Church,Jesuit church,Place,[Validation] 泛指或特指 (Gesù)。
Jesuit School,Jesuit school,Place,[Validation] 学校。
Jesuits,Jesuits,Group,[Validation] 耶稣会。
Jesus Christ,Jesus,Person,[Validation] 耶稣。
Joachim von Sandrart,Joachim von Sandrart,Person,[Validation] 德国画家/传记作家 (Teutsche Academie)。
Joachim-Joseph Berthier,Joachim Joseph Berthier,Person,[Validation] 多明我会历史学家。
Job,Job,Person,[Validation] 圣经人物。
Job and his Wife / Isaac Blessing Jacob,Job and Wife and Isaac blessing Jacob,Work,[Split Required] 两个不同的圣经主题，可能是同一作品集中列出。
Johann Adalbert Veith,"Veith, Giovanni Adalbertho",Person,波希米亚/奥地利画家。
Johann Bernhard Fischer von Erlach,"Erlach, Fischer von | Johann Bernhard Fischer von Erlach",Person,[Reconstruction] 奥地利巴洛克建筑师。 | [Validation] 奥地利建筑师。
Johann Carl Loth,"Loth, Johann Karl",Person,[Validation] 威尼斯画家。
Johann Carl Loth (Carlotto),Johann Carl Loth,Person,[Validation] 威尼斯画家 (德国裔)。
Johann Caspar Goethe,Johann Caspar Goethe,Person,[Validation] 歌德的父亲 (旅行日记)。
Johann Christian Brand,"Brand, Johannes Christian | Johann Christian Brand",Person,[Disambiguation] 奥地利风景画家。 | [Validation] 奥地利画家。
Johann Christoph Pepusch,"Johann Christoph Pepusch | Pepusch, Dr",Person,[Validation] 作曲家。 | 德国作曲家，活跃于伦敦。
Johann Christoph Storer,"Johann Christoph Storer | Storer, Cristoforo",Person,(Cristoforo Storer) 康斯坦茨出生的画家，活跃于米兰。 | [Validation] 画家。
"Johann Georg III, Elector of Saxony",Johann Georg III of Saxony,Person,[Validation] 萨克森选帝侯。
Johann Georg Keyssler,Johann Georg Key?ler,Person,"[OCR Fix] ""?"" -> ""ss"" or ""ß""。旅行作家。"
Johann Georg Zimmermann,Johann Georg Zimmermann,Person,[Validation] 瑞士作家/医生。
"Johann II, Prince of Liechtenstein","Johann II, Prince of Liechtenstein",Person,[Validation] 列支敦士登亲王 (19世纪/20世纪初，作为收藏家)。
Johann Joachim Winckelmann,"Johann Joachim Winckelmann | Winckelmann, J. J.",Person,[Validation] 艺术史之父。 | 温克尔曼。
Johann Liss (Jan Lyss),"Lyss, Jan",Person,[Disambiguation] 德国/威尼斯画家。
Johann Lukas von Hildebrandt,Johann Lukas von Hildebrandt,Person,[Validation] 建筑师。
Johann Matthias von der Schulenburg,"Johann Matthias von der Schulenburg | Marshal Schulenburg | Schulenburg, Marshal Johann Matthias",Person,[Category Fix] 威尼斯共和国元帅，重要的艺术收藏家。 | [Validation] 陆军元帅/威尼斯收藏家。 | 威尼斯元帅，重要收藏家。
Johann Philipp Franz von Schönborn,"Johann Philipp Franz von Sch?nborn | Sch?nborn, Johann Philip Franz",Person,"[OCR Fix] | [OCR Fix] ""?"" -> ""ö""。维尔茨堡采邑主教。"
"Johann Wilhelm, Elector Palatinate","Johann Wilhelm | Johann Wilhelm, Elector Palatinate",Person,[Disambiguation] 普法尔茨选帝侯。 | [Validation] 同上。
Johann Zacharias Platner,Johann Zacharias Platner,Person,[Validation] 莱比锡医生/收藏家? 或者是 Johann Zacharias Platner (考古学家/罗马描述者)? 指 Zacharias Platner (17世纪)? 实际上是 Giovanni Zaccaria Platner (Zacharias Platner) 也是画家。但更可能是 Ernst Zacharias Platner (画家/作家)? 搜索显示 Johann Zacharias Platner 是著名的莱比锡解剖学家。在艺术语境下，可能是指他在罗马的活动或收藏。
Johannes Vermeer,Johannes Vermeer,Person,[Validation] 维米尔。
Johannes Wilde,Johannes Wilde,Person,[Validation] 艺术史学家 (Michelangelo/Venetian art)。
John B. Shipley,John Bryan Shipley,Person,[Validation] 学者。
John Breval,"Breval, John",Person,[Reconstruction] 英国作家/旅行家。
John Bryson,John Bryson,Person,[Validation] 收藏家 (Ashmolean bequest)。
John Buonarotti Papworth,John Buonarotti Papworth,Person,[Validation] 英国建筑师。
John Byng (Admiral),"Byng, Admiral",Person,[Disambiguation] 英国海军上将。
"John Cecil, 5th Earl of Exeter","Exeter, 5th Lord | John Cecil, 5th Earl of Exeter",Person,[Disambiguation] 伯利勋爵/Grand Tour 旅行者。 | [Validation] 伯利勋爵/大旅行者。
"John Cecil, 6th Earl of Exeter","John Cecil, 6th Earl of Exeter",Person,[Validation] 伯利勋爵。
John Charlton,John Charlton,Person,[Validation] 艺术史学家/Banquetting House专家。
"John Churchill, 1st Duke of Marlborough","John Churchill, 1st Duke of Marlborough",Person,[Validation] 马尔博罗公爵。
John Closterman,"Clostermann, John | John Closterman",Person,[Validation] 肖像画家。
John Conduitt,John Conduitt,Person,[Validation] 牛顿的继侄女婿/收藏家。
John Constable,John Constable,Person,[Validation] 英国风景画家 (19世纪)。
John Dryden,John Dryden,Person,[Validation] 诗人。
John Durant Breval,John Durant Breval,Person,[Validation] 旅行作家。
John Evelyn,John Evelyn,Person,[Validation] 日记作者。
