Index,Row ID,主体 (Subject),谓词 (Predicate),客体 (Object),状态 (Status),依据 (Source),核验逻辑 (Evidence_Logic),_source_file
23,16,"Maderno, Carlo",architect_of,facade of St Peter's,Confirmed,,WACV: p.34。圣彼得大教堂立面设计。,12-M 深度解析全量结果表 (1-100行).md
24,17,Barberini palace,contains_work_by,"Maderno, Carlo",Confirmed,,"折叠备注: p.47, 48。早期规划设计。",12-M 深度解析全量结果表 (1-100行).md
25,18,S. Andrea della Valle,contains_work_by,"Maderno, Carlo",Confirmed,,WACV: p.71。,12-M 深度解析全量结果表 (1-100行).md
26,20,Palace of the Alcazar,is_located_in,Madrid,Confirmed,,场域映射: p.190。,12-M 深度解析全量结果表 (1-100行).md
27,20,Madrid,is_located_in,Spain,Inferred,,地理级联: 欧洲君主国路径补全。,12-M 深度解析全量结果表 (1-100行).md
28,21,Palace of Buen Retiro,is_located_in,Madrid,Confirmed,,"折叠备注: p.172, 173。",12-M 深度解析全量结果表 (1-100行).md
29,22,Royal Palace (Madrid),is_located_in,Madrid,Confirmed,,WACV: p.297。,12-M 深度解析全量结果表 (1-100行).md
3,3,Machiavelli,author_of,The Prince,Confirmed,,作品映射: p.41。,12-M 深度解析全量结果表 (1-100行).md
30,23,Venetian artists,active_in,Madrid,Confirmed,,WACV: p.297。,12-M 深度解析全量结果表 (1-100行).md
31,23,Madrid,contains_active_artists,Venetian painters,Resolved,,地理级联: p.297。跨国迁徙现象。,12-M 深度解析全量结果表 (1-100行).md
32,24,"Maffei, Francesco",active_in,Venice,Confirmed,,"折叠备注: p.232, 248。",12-M 深度解析全量结果表 (1-100行).md
33,24,"Maffei, Francesco",has_identity,Painter,Resolved,,身份定义: 17世纪威尼斯画派。,12-M 深度解析全量结果表 (1-100行).md
34,25,"Maffei, Scipione",subject_of,Intellectual records,Confirmed,,"折叠备注: p.230, 272, 320。维罗纳史学家。",12-M 深度解析全量结果表 (1-100行).md
35,25,"Maffei, Scipione",has_identity,Scholar,Resolved,,身份定义: 18世纪重要的人文主义学者。,12-M 深度解析全量结果表 (1-100行).md
36,25,Verona,is_located_in,Italy,Inferred,,地理级联: Maffei 主要活动地。,12-M 深度解析全量结果表 (1-100行).md
37,26,"Magalotti, Cardinal Lorenzo",active_in,Rome,Confirmed,,"折叠备注: p.31, 42。",12-M 深度解析全量结果表 (1-100行).md
38,26,"Magalotti, Cardinal Lorenzo",has_identity,Cardinal and Diplomat,Resolved,,去匿名化: 美第奇家族与教廷的纽带。,12-M 深度解析全量结果表 (1-100行).md
39,27,"Maggiotto, Francesco",has_identity,Painter,Resolved,,身份定义: 18世纪威尼斯画家。,12-M 深度解析全量结果表 (1-100行).md
4,3,The Prince,subject_of,Political theory,Resolved,,身份定义: 政治哲学核心文献。,12-M 深度解析全量结果表 (1-100行).md
40,27,"Maggiotto, Francesco",active_in,Venice,Confirmed,,"折叠备注: p.325, 340, 408, 409。",12-M 深度解析全量结果表 (1-100行).md
41,28,"Maggiotto, Francesco",author_of,Considerazioni elettriche,Confirmed,,作品映射: p.325n。,12-M 深度解析全量结果表 (1-100行).md
42,29,"Maggiotto, Francesco",author_of,Good Inclinations...,Confirmed,,作品映射: p.340。教育寓言画。,12-M 深度解析全量结果表 (1-100行).md
43,29,Good Inclinations...,subject_of,allegory of Youth,Resolved,,作品描述: 引导青年走向知识。,12-M 深度解析全量结果表 (1-100行).md
44,30,"Magnasco, Alessandro",active_in,Milan/Genoa,Confirmed,,WACV: p.404。,12-M 深度解析全量结果表 (1-100行).md
45,31,"Magni, Pietro",subject_of,Artistic records,Confirmed,,WACV: p.216。,12-M 深度解析全量结果表 (1-100行).md
46,32,"Mahon, Denis",has_identity,Art Historian,Resolved,,身份定义: 意大利巴洛克艺术专家。,12-M 深度解析全量结果表 (1-100行).md
47,33,"Maidalchini, Francesco",active_in,Rome,Confirmed,,WACV: p.147。,12-M 深度解析全量结果表 (1-100行).md
48,33,"Maidalchini, Francesco",has_identity,Cardinal,Resolved,,去匿名化: Pamfili 家族成员。,12-M 深度解析全量结果表 (1-100行).md
49,34,"Maidalchini, Donna Olimpia",has_identity,Patron,Resolved,,去匿名化: 英诺森十世时期的权力中心。,12-M 深度解析全量结果表 (1-100行).md
5,4,"McSwiny, Owen",has_identity,Art Agent,Resolved,,身份定义: 18世纪著名的威尼斯英国代理商。,12-M 深度解析全量结果表 (1-100行).md
50,34,"Maidalchini, Donna Olimpia",active_in,Rome,Confirmed,,"折叠备注: p.78, 147, 150, 122。",12-M 深度解析全量结果表 (1-100行).md
51,35,"Maidalchini, Donna Olimpia",patron_of,Algardi bust,Confirmed,,WACV: p.148。,12-M 深度解析全量结果表 (1-100行).md
52,35,"Algardi, Alessandro",author_of,Bust of Donna Olimpia,Resolved,,互联回填: Row 35 对应作品。,12-M 深度解析全量结果表 (1-100行).md
53,36,"Maidalchini, Donna Olimpia",subject_of,Velasquez portrait,Confirmed,,WACV: p.116。,12-M 深度解析全量结果表 (1-100行).md
54,36,Velasquez,author_of,Portrait of Donna Olimpia,Resolved,,互联回填: Row 36 对应作品。,12-M 深度解析全量结果表 (1-100行).md
55,34,Rome,contains_patron,Donna Olimpia Maidalchini,Resolved,,地理级联: Pamfili 家族的核心权力场域。,12-M 深度解析全量结果表 (1-100行).md
56,37,"Malebranche, Nicolas de",subject_of,Philosophical influence,Confirmed,,WACV: p.318。,12-M 深度解析全量结果表 (1-100行).md
57,38,"Malpighi, Marcello",subject_of,Scientific records,Confirmed,,WACV: p.203。,12-M 深度解析全量结果表 (1-100行).md
58,39,"Malvasia, Carlo Cesare",has_identity,Biographer,Resolved,,身份定义: 博洛尼亚画派史学家。,12-M 深度解析全量结果表 (1-100行).md
59,39,"Malvasia, Carlo Cesare",active_in,Bologna,Confirmed,,"折叠备注: p.16, 21, 141。",12-M 深度解析全量结果表 (1-100行).md
6,4,"McSwiny, Owen",active_in,Venice,Confirmed,,"折叠备注: p.287-292, 405, 406。长期艺术代理活动。",12-M 深度解析全量结果表 (1-100行).md
60,39,"Malvasia, Carlo Cesare",discusses,Carracci family,Confirmed,,WACV: p.16。论述其艺术地位。,12-M 深度解析全量结果表 (1-100行).md
61,39,"Malvasia, Carlo Cesare",subject_of,Art theory debate,Confirmed,,WACV: p.21。涉及博洛尼亚画派理论。,12-M 深度解析全量结果表 (1-100行).md
62,39,"Malvasia, Carlo Cesare",criticizes,French influence,Confirmed,,WACV: p.141。对法式审美的抵抗。,12-M 深度解析全量结果表 (1-100行).md
63,39,"Malvasia, Carlo Cesare",observes,"Maratta, Carlo",Confirmed,,WACV: p.189。在罗马期间对其艺术动作的记录。,12-M 深度解析全量结果表 (1-100行).md
64,40,"Malvasia, Carlo Cesare",author_of,Felsina Pittrice,Confirmed,,作品映射: p.189。,12-M 深度解析全量结果表 (1-100行).md
65,41,"Manaigo, Silvestro",active_in,Venice,Confirmed,,WACV: p.266。,12-M 深度解析全量结果表 (1-100行).md
66,42,"Manchester, Lord",has_identity,Diplomat/Patron,Resolved,,身份定义: 英国驻威尼斯大使。,12-M 深度解析全量结果表 (1-100行).md
67,42,"Manchester, Lord",active_in,England/Venice,Confirmed,,"折叠备注: p.276, 278。",12-M 深度解析全量结果表 (1-100行).md
68,43,Lord Manchester,owner_of,Arlington Street mansion,Confirmed,,场域映射: p.279。,12-M 深度解析全量结果表 (1-100行).md
69,43,Lord Manchester,owner_of,Kimbolton mansion,Confirmed,,页码映射: p.279。,12-M 深度解析全量结果表 (1-100行).md
7,4,Venice,is_located_in,Italy,Inferred,,地理级联: TGN 标准行政路径。,12-M 深度解析全量结果表 (1-100行).md
70,44,"Mancini, Francesco",active_in,Rome,Confirmed,,WACV: p.351。,12-M 深度解析全量结果表 (1-100行).md
71,45,"Mancini, Giulio",has_identity,Theorist/Physician,Resolved,,身份定义: 17世纪重要理论家。,12-M 深度解析全量结果表 (1-100行).md
72,45,"Mancini, Giulio",active_in,Rome,Confirmed,,"折叠备注: p.14, 123, 124, 396。",12-M 深度解析全量结果表 (1-100行).md
73,46,"Mancini, Giulio",author_of,Considerazioni sulla Pittura,Confirmed,,"折叠备注: p.124, 130。",12-M 深度解析全量结果表 (1-100行).md
74,47,"Mancini, Maria",subject_of,Social records,Confirmed,,WACV: p.155。马扎然侄女。,12-M 深度解析全量结果表 (1-100行).md
75,48,"Mander, Carel van",author_of,Schilder-Boeck (implied),Confirmed,,WACV: p.170。,12-M 深度解析全量结果表 (1-100行).md
76,49,"Manfredi, Eustachio",active_in,Bologna,Confirmed,,WACV: p.347。,12-M 深度解析全量结果表 (1-100行).md
77,50,"Manfrin, Girolamo",has_identity,Merchant/Patron,Resolved,,身份定义: 威尼斯重要艺术藏家。,12-M 深度解析全量结果表 (1-100行).md
78,50,"Manfrin, Girolamo",active_in,Venice,Confirmed,,"折叠备注: p.379-381, 410。",12-M 深度解析全量结果表 (1-100行).md
79,51,"Manfrin, Girolamo",owner_of,Manfrin collection,Confirmed,,"折叠备注: p.380, 381。",12-M 深度解析全量结果表 (1-100行).md
8,5,"McSwiny, Owen",has_social_link,Canaletto,Confirmed,,"WACV: p.291, 292。涉及风景画出口委任。",12-M 深度解析全量结果表 (1-100行).md
80,52,"Manfrin, Girolamo",organizer_of,competitions for painters,Confirmed,,WACV: p.381。,12-M 深度解析全量结果表 (1-100行).md
81,53,"Manfrin, Girolamo",author_of,letter to Pietro Edwards,Confirmed,,作品映射: p.395。涉及画廊组建。,12-M 深度解析全量结果表 (1-100行).md
82,53,Pietro Edwards,has_identity,Restorer/Inspector,Resolved,,去匿名化: 威尼斯画作修复官。,12-M 深度解析全量结果表 (1-100行).md
83,54,Mannerist painting,subject_of,Art History,Confirmed,,"折叠备注: p.28, 30, 38, 102, 103。",12-M 深度解析全量结果表 (1-100行).md
84,55,"Manin, Doge Lodovico",active_in,Venice,Confirmed,,WACV: p.251。威尼斯末代总督。,12-M 深度解析全量结果表 (1-100行).md
85,56,Manin country house,is_located_in,Passeriano,Confirmed,,场域映射: p.251。,12-M 深度解析全量结果表 (1-100行).md
86,56,Passeriano,is_located_in,Italy,Inferred,,地理级联: 威内托大区。,12-M 深度解析全量结果表 (1-100行).md
87,57,Manin family,active_in,Venice,Confirmed,,"折叠备注: p.251, 268。",12-M 深度解析全量结果表 (1-100行).md
88,57,Manin family,owner_of,Manin palace,Resolved,,场域级联: Row 57-58 关联。,12-M 深度解析全量结果表 (1-100行).md
89,58,Manin palace,is_located_in,Venice,Confirmed,,场域映射: p.251。,12-M 深度解析全量结果表 (1-100行).md
9,6,"McSwiny, Owen",has_social_link,Consul Joseph Smith,Resolved,,中介网络: p.291。建立跨国收藏家连接。,12-M 深度解析全量结果表 (1-100行).md
90,59,"Mansart, François",subject_of,Architecture,Confirmed,,WACV: p.184。,12-M 深度解析全量结果表 (1-100行).md
91,60,"Mantegna, Andrea",subject_of,Renaissance legacy,Confirmed,,"折叠备注: p.175, 380。",12-M 深度解析全量结果表 (1-100行).md
92,61,"Mantua, Ferdinando, Duke of",active_in,Mantua,Confirmed,,"折叠备注: p.10, 14, 175。",12-M 深度解析全量结果表 (1-100行).md
93,61,Mantua,is_located_in,Italy,Inferred,,地理级联: 贡扎加领地。,12-M 深度解析全量结果表 (1-100行).md
94,62,"Mantua, Ferdinando Carlo, Duke of",active_in,Mantua,Confirmed,,"折叠备注: p.267, 312。",12-M 深度解析全量结果表 (1-100行).md
95,63,"Mantua, Marquis of",active_in,Mantua,Confirmed,,WACV: p.216。,12-M 深度解析全量结果表 (1-100行).md
96,64,"Maratta, Carlo",has_identity,Painter/Leader,Resolved,,身份定义: 17世纪后期罗马画坛领袖。,12-M 深度解析全量结果表 (1-100行).md
97,64,"Maratta, Carlo",active_in,Rome,Confirmed,,"折叠备注: p.17, 18, 57, 60, 80, 85, 88, 118, 155-164, 189, 191, 194, 197-199, 210, 282。",12-M 深度解析全量结果表 (1-100行).md
98,65,"Maratta, Carlo",has_social_link,Altieri palace,Confirmed,,"折叠备注: p.156, 161。",12-M 深度解析全量结果表 (1-100行).md
99,65,Altieri palace,contains_work_by,"Maratta, Carlo",Resolved,,场域映射: p.156。,12-M 深度解析全量结果表 (1-100行).md
101,67,"Maratta, Carlo",is_author_of,Apollo and Daphne,Confirmed,,作品映射: p.189。,12-M 深度解析全量结果表 (101-200行).md
102,68,"Maratta, Carlo",is_author_of,Augustus closing the Temple of Janus,Confirmed,,作品映射: p.185。,12-M 深度解析全量结果表 (101-200行).md
103,69,"Maratta, Carlo",is_author_of,Bathsheba,Confirmed,,作品映射: p.195。,12-M 深度解析全量结果表 (101-200行).md
104,70,"Maratta, Carlo",subject_of,documents: S. Andrea al Quirinale,Confirmed,,"折叠备注: p.386, 387。祭坛画文献。",12-M 深度解析全量结果表 (101-200行).md
105,71,"Maratta, Carlo",is_recipient_of,Payment records,Confirmed,,WACV: p.17。反映其高昂作品单价。,12-M 深度解析全量结果表 (101-200行).md
106,72,"Maratta, Carlo",is_author_of,portrait of Pope Clement IX,Confirmed,,作品映射: p.161。,12-M 深度解析全量结果表 (101-200行).md
107,73,"Maratta, Carlo",is_author_of,portraits of Cardinal Antonio Barberini,Confirmed,,作品映射: p.60。,12-M 深度解析全量结果表 (101-200行).md
108,74,"Maratta, Carlo",is_author_of,St Stanislas Kostka,Confirmed,,作品映射: p.88。,12-M 深度解析全量结果表 (101-200行).md
109,76,Marchands-amateurs,subject_of,Art market history,Confirmed,,"折叠备注: p.123, 124, 125。涉及艺术品中介阶层。",12-M 深度解析全量结果表 (101-200行).md
110,77,"Marchesi, Raffaelo",subject_of,Artistic records,Confirmed,,WACV: p.136。,12-M 深度解析全量结果表 (101-200行).md
111,78,"Marchesini, Alessandro",active_in,Verona/Venice,Confirmed,,"折叠备注: p.265n, 270n。",12-M 深度解析全量结果表 (101-200行).md
112,79,"Marchesini, Alessandro",is_author_of,work for Stefano Conti,Confirmed,,"折叠备注: p.226, 227, 228。风景画委任案。",12-M 深度解析全量结果表 (101-200行).md
113,80,"Marchiori, Giovanni",active_in,Venice,Confirmed,,WACV: p.356。,12-M 深度解析全量结果表 (101-200行).md
114,81,"Marcotti, Sebastiano",subject_of,Artistic records,Confirmed,,WACV: p.205n。,12-M 深度解析全量结果表 (101-200行).md
115,82,"Mari, Cosimo",active_in,Venice,Confirmed,,WACV: p.409。,12-M 深度解析全量结果表 (101-200行).md
116,83,"Maria, Francesco di",active_in,Naples,Confirmed,,WACV: p.208。,12-M 深度解析全量结果表 (101-200行).md
117,83,Naples,is_located_in,Italy,Inferred,,地理级联: 地理属性闭环。,12-M 深度解析全量结果表 (101-200行).md
118,84,Maria Teresa,has_identity,Holy Roman Empress,Resolved,,身份定义: p.335。,12-M 深度解析全量结果表 (101-200行).md
119,85,"Marieschi, Michele",active_in,Venice,Confirmed,,"折叠备注: p.314, 332, 376, 393。风景画家。",12-M 深度解析全量结果表 (101-200行).md
120,86,"Mariette, Pierre-Jean",has_identity,Collector and Connoisseur,Resolved,,身份定义: 18世纪欧洲艺术鉴赏核心人物。,12-M 深度解析全量结果表 (101-200行).md
121,86,"Mariette, Pierre-Jean",active_in,Paris,Confirmed,,"折叠备注: p.165, 284n, 285, 331, 341, 343n, 361。",12-M 深度解析全量结果表 (101-200行).md
122,88,"Marino, Giambattista",has_identity,Poet and Connoisseur,Resolved,,身份定义: 巴洛克时期极具影响力的文学与艺术理论家。,12-M 深度解析全量结果表 (101-200行).md
123,88,"Marino, Giambattista",active_in,Paris/Rome,Confirmed,,"折叠备注: p.38, 44, 96, 104, 115, 118, 122, 318, 348, 398。",12-M 深度解析全量结果表 (101-200行).md
124,89,"Marino, Giambattista",is_author_of,Adone,Confirmed,,作品映射: p.115。,12-M 深度解析全量结果表 (101-200行).md
125,90,"Marino, Giambattista",is_patron_of,"Poussin, Nicolas",Confirmed,,WACV: p.38。早期赞助普桑赴罗马。,12-M 深度解析全量结果表 (101-200行).md
126,91,"Marino, Giambattista",is_author_of,poems on leading artists,Confirmed,,WACV: p.38。将艺术转化为诗歌载体。,12-M 深度解析全量结果表 (101-200行).md
127,92,"Marlborough, Duchess of",subject_of,Social/Political records,Confirmed,,WACV: p.278。,12-M 深度解析全量结果表 (101-200行).md
128,93,"Martinelli, Domenico",active_in,Vienna/Rome,Confirmed,,WACV: p.201。巴洛克建筑传播者。,12-M 深度解析全量结果表 (101-200行).md
129,94,"Marucelli, Francesco",has_identity,Scholar and Collector,Resolved,,身份定义: 罗马重要的文献学家与艺术藏家。,12-M 深度解析全量结果表 (101-200行).md
130,94,"Marucelli, Francesco",active_in,Rome,Confirmed,,"折叠备注: p.157, 158, 235。",12-M 深度解析全量结果表 (101-200行).md
131,95,"Marucelli, Francesco",is_owner_of,Marucelliana Library,Confirmed,,WACV: p.158。,12-M 深度解析全量结果表 (101-200行).md
132,96,"Marucelli, Francesco",is_author_of,lives of painters,Confirmed,,作品映射: p.158。未出版的手稿记录。,12-M 深度解析全量结果表 (101-200行).md
133,97,"Marucelli, Orazio",subject_of,Artistic records,Confirmed,,WACV: p.235n。,12-M 深度解析全量结果表 (101-200行).md
134,98,Marucelli Palace,is_located_in,Florence,Confirmed,,"折叠备注: p.235, 236。建筑实体定位。",12-M 深度解析全量结果表 (101-200行).md
135,99,"Masaniello, Revolt of",subject_of,Artistic representation,Confirmed,,"折叠备注: p.139, 205, 206。那不勒斯起义对画家的影响。",12-M 深度解析全量结果表 (101-200行).md
136,100,"Mascardi, Agostino",subject_of,Literary/Artistic theory,Confirmed,,WACV: p.157。,12-M 深度解析全量结果表 (101-200行).md
